##1008654		
WHEN	when	rrq_cs
axis	axis	nn1
.	.	y
In	in	bcl21
order	order	bcl22
to	to	to
help	help	vvi
steady	steady	rr@_jj_vv0@
it	it	pph1
,	,	y
at	at	rr21
least	least	rr22
in	in	ii
the	the	at
narrow	narrow	jj
confines	confine	nn2
of	of	io
our	our	appge
TV	tv	nn1
room	room	nn1
,	,	y
I	i	ppis1
turned	turn	vvd
to	to	ii
the	the	at
grounding	grounding	nn1
subject	subject	nn1
of	of	io
love	love	nn1
.	.	y
<p>	<p>	y
"	"	y
What	what	ddq
happened	happen	vvd
,	,	y
"	"	y
I	i	ppis1
asked	ask	vvd
Nick	nick	np1
,	,	y
"	"	y
to	to	ii
that	that	dd1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
pierced	pierced	jj
eyebrow	eyebrow	nn1
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Kiss	kiss	vv0_nn1
and	and	cc
dismiss	dismiss	vv0
,	,	y
"	"	y
he	he	pphs1
replied	reply	vvd
.	.	y
<p>	<p>	y
A	a	at1
passenger	passenger	nn1
jet	jet	nn1
,	,	y
its	its	z'
engines	engine	nn2
screaming	scream	vvg
,	,	y
passed	pass	vvn_vvd
over	over	ii_rp
the	the	at
house	house	nn1
on	on	ii
its	its	z'
way	way	nn1
into	into	ii
Logan	logan	np1
.	.	y
I	i	ppis1
thought	think	vvd
I	i	ppis1
might	might	vm
step	step	vvi
outside	outside	rl_jj
and	and	cc
put	put	vvd_vv0
a	a	at1
little	little	jj
lamb	lamb	nn1
's	's	ge
blood	blood	nn1
on	on	ii
the	the	at
lintel	lintel	nn1
of	of	io
the	the	at
front	front	jj_nn1
door	door	nn1
,	,	y
but	but	ccb
in	in	ii
the	the	at
end	end	nn1
I	i	ppis1
decided	decide	vvd
that	that	cst_dd1
,	,	y
come	come	vv0
spring	spring	nn1
,	,	y
I	i	ppis1
would	would	vm
buy	buy	vvi
a	a	at1
ladder	ladder	nn1
and	and	cc
begin	begin	vvi
to	to	to
paint	paint	vvi
the	the	at
house	house	nn1
blue	blue	nn1@_jj
.	.	y
<p>	<p>	y
Author	author	nn1
Affiliation	affiliation	nn1
##1008770		
The	the	at
time	time	nnt1
Anne	anne	np1
left	leave	vvd
her	her	appge
husband	husband	nn1
,	,	y
she	she	pphs1
went	go	vvd
to	to	ii
France	france	np1
.	.	y
She	she	pphs1
spent	spend	vvd
the	the	at
first	first	md
few	few	da2
days	day	nnt2
in	in	ii
Paris	paris	np1
at	at	ii
an	a	at1
inexpensive	inexpensive	jj
hotel	hotel	nn1
in	in	ii
the	the	at
sixth	sixth	md
arrondissement	arrondissement	nn1
on	on	ii
rue	rue	nn1
Jacob	jacob	np1
.	.	y
Her	her	appge
room	room	nn1
was	be	vbdz
small	small	jj
and	and	cc
sparsely	sparsely	rr
furnished	furnish	vvn_jj_vvd
;	;	y
the	the	at
bathroom	bathroom	nn1
,	,	y
too	too	rr@_rg
,	,	y
was	be	vbdz
small	small	jj
,	,	y
the	the	at
shower	shower	nn1
produced	produce	vvd_vvn
a	a	at1
tepid	tepid	jj
trickle	trickle	nn1
.	.	y
Instead	instead	ii21
of	of	ii22
looking	look	vvg
out	out	rp
onto	onto	ii
the	the	at
busy	busy	jj
street	street	nn1
,	,	y
the	the	at
single	single	jj
window	window	nn1
in	in	ii
Anne	anne	np1
's	's	ge
room	room	nn1
gave	give	vvd
out	out	rp
onto	onto	ii
the	the	at
back	back	nn1
of	of	io
the	the	at
hotel	hotel	nn1
,	,	y
onto	onto	ii
an	a	at1
empty	empty	jj
courtyard	courtyard	nn1
where	where	cs_rrq
half	half	db
a	a	at1
dozen	dozen	m
large	large	jj
cats	cat	nn2
had	have	vhd
convened	convene	vvn
to	to	ii
sun	sun	nn1_npd1%
themselves-although	themselves-although	cs
it	it	pph1
was	be	vbdz
late	late	jj_rr
October	october	npm1
and	and	cc
the	the	at
days	day	nnt2
were	be	vbdr
getting	get	vvg
shorter	short	jjr
,	,	y
darker	dark	jjr
.	.	y
Right	right	rr_nn1
away	away	rl
Anne	anne	np1
had	have	vhd
planned	plan	vvn
to	to	to
visit	visit	vvi
museums	museum	nn2
,	,	y
churches	church	nn2
,	,	y
cathedrals	cathedral	nn2
,	,	y
go	go	vv0
to	to	ii
the	the	at
top	top	nn1
of	of	io
the	the	at
Eiffel	eiffel	np1
Tower	tower	nn1
,	,	y
but	but	ccb
her	her	appge
first	first	md
day	day	nnt1
in	in	ii
Paris	paris	np1
she	she	pphs1
could	could	vm
hardly	hardly	rr
get	get	vvi
out	out	ii21
of	of	ii22
bed	bed	nn1
.	.	y
When	when	cs_rrq
finally	finally	rr
she	she	pphs1
did	do	vdd
,	,	y
she	she	pphs1
stood	stand	vvd
at	at	ii
the	the	at
window	window	nn1
and	and	cc
watched	watch	vvd
the	the	at
cats	cat	nn2
.	.	y
She	she	pphs1
did	do	vdd
not	not	xx
feel	feel	vvi
depressed	depressed	jj
so	so	rr31
much	much	rr32
as	as	rr33
she	she	pphs1
felt	feel	vvd
absent	absent	jj
.	.	y
She	she	pphs1
did	do	vdd
not	not	xx
think	think	vvi
about	about	ii
her	her	appge
husband	husband	nn1
,	,	y
George	george	np1
,	,	y
or	or	cc
her	her	appge
daughters	daughter	nn2
,	,	y
or	or	cc
what	what	ddq
they	they	pphs2
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
explanation	explanation	nn1
Anne	anne	np1
had	have	vhd
given	give	vvn
before	before	cs
she	she	pphs1
left	leave	vvd
,	,	y
was	be	vbdz
that	that	cst
the	the	at
two	two	mc
girls	girl	nn2
were	be	vbdr
old	old	jj
enough	enough	rr
to	to	to
look	look	vvi
after	after	ii
themselves	themselves	ppx2
and	and	cc
George	george	np1
would	would	vm
just	just	rr
have	have	vhi
to	to	to
cope	cope	vvi
with	with	iw
the	the	at
groceries	grocery	nn2
,	,	y
the	the	at
cooking	cooking	nn1
,	,	y
the	the	at
washing	washing	nn1
,	,	y
whatever	whatever	ddqv
Anne	anne	np1
did	do	vdd
all	all	db
day	day	nnt1
.	.	y
Making	make	vvg
a	a	at1
vague	vague	jj
fanning	fanning	jj%_vvg_nn1%
motion	motion	nn1
with	with	iw
her	her	appge
hand	hand	nn1
,	,	y
Anne	anne	np1
told	tell	vvd
George	george	np1
,	,	y
she	she	pphs1
needed	need	vvd
air	air	nn1
.	.	y
<p>	<p>	y
The	the	at
second	second	md
day	day	nnt1
Anne	anne	np1
roused	rouse	vvd
herself	herself	ppx1
and	and	cc
walked	walk	vvd
from	from	ii
Sainte	sainte	fw
Chapelle	chapelle	np1
,	,	y
to	to	ii
Notre	notre	np1
Dame	dame	np1
,	,	y
to	to	ii
the	the	at
Louvre	louvre	np1
;	;	y
the	the	at
third	third	md
day	day	nnt1
it	it	pph1
rained	rain	vvd
,	,	y
and	and	cc
Anne	anne	np1
bought	buy	vvd
a	a	at1
lot	lot	nn1
of	of	io
clothes	clothes	nn2
:	:	y
a	a	at1
dress	dress	nn1
,	,	y
a	a	at1
suede	suede	nn1
jacket	jacket	nn1
,	,	y
a	a	at1
pair	pair	nn
of	of	io
trousers	trousers	nn2
,	,	y
two	two	mc
silk	silk	nn1
blouses	blouse	nn2
,	,	y
all	all	db
of	of	io
them	them	ppho2
expensive	expensive	jj
;	;	y
she	she	pphs1
charged	charge	vvd
them	them	ppho2
to	to	ii
George	george	np1
.	.	y
She	she	pphs1
was	be	vbdz
also	also	rr
starting	start	vvg
to	to	to
feel	feel	vvi
lonely	lonely	jj
.	.	y
(	(	y
Except	except	ii21
for	for	ii22
a	a	at1
fat	fat	jj_nn1
man	man	nn1
sitting	sit	vvg
at	at	ii
the	the	at
next	next	md
table	table	nn1
in	in	ii
a	a	at1
restaurant	restaurant	nn1
who	who	pnqs
asked	ask	vvd
Anne	anne	np1
if	if	cs
she	she	pphs1
recommended	recommend	vvd
her	her	appge
canard	canard	nn1
a	a	at1
l'orange-not	l'orange-not	xx
looking	look	vvg
up	up	rp
from	from	ii
the	the	at
magazine	magazine	nn1
she	she	pphs1
was	be	vbdz
reading	read	vvg
,	,	y
Anne	anne	np1
had	have	vhd
answered	answer	vvn
a	a	at1
barely	barely	rr
audible	audible	jj
Oui-Anne	oui-anne	np1
had	have	vhd
spoken	speak	vvn
to	to	ii
no	no	pn121
one	one	pn122
except	except	ii_cs
salespersons	salesperson	nn2
and	and	cc
waiters	waiter	nn2
.	.	y
)	)	y
On	on	ii
the	the	at
fourth	fourth	md
day	day	nnt1
,	,	y
a	a	at1
man	man	nn1
followed	follow	vvd
Anne	anne	np1
as	as	csa
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
and	and	cc
although	although	cs
her	her	appge
heart	heart	nn1
was	be	vbdz
pounding	pound	vvg@_nn1
and	and	cc
she	she	pphs1
was	be	vbdz
nearly	nearly	rr
running	run	vvg_jj
,	,	y
Anne	anne	np1
remembered	remember	vvd
a	a	at1
stupid	stupid	jj
joke	joke	nn1
she	she	pphs1
had	have	vhd
once	once	rr
heard	hear	vvn
about	about	ii
an	a	at1
American	american	jj
tourist	tourist	nn1
who	who	pnqs
,	,	y
in	in	ii
her	her	appge
confusion	confusion	nn1
,	,	y
instead	instead	ii21
of	of	ii22
calling	call	vvg
the	the	at
man	man	nn1
on	on	ii
the	the	at
Metro	metro	np1
who	who	pnqs
pinched	pinch	vvd
her	her	ppho1
cochon-pig-says	cochon-pig-says	vvz
to	to	ii
him	him	ppho1
couchons-let	couchons-let	jj
's	's	ge
sleep	sleep	nn1_vv0
together	together	rl
.	.	y
Two	two	mc
hours	hour	nnt2
later	later	rrr
when	when	cs
Anne	anne	np1
left	leave	vvd
the	the	at
hotel	hotel	nn1
again	again	rt
to	to	to
have	have	vhi
dinner	dinner	nn1
,	,	y
the	the	at
man	man	nn1
was	be	vbdz
across	across	ii
the	the	at
street	street	nn1
still	still	rr
waiting	wait	vvg
for	for	if
her	her	ppho1
,	,	y
smoking	smoke	vvg
a	a	at1
cigarette	cigarette	nn1
.	.	y
Couchons	couchons	nn2_np1@
!	!	y
<p>	<p>	y
The	the	at
next	next	md
morning	morning	nnt1
,	,	y
standing	stand	vvg
at	at	ii
her	her	appge
window	window	nn1
and	and	cc
looking	look	vvg
down	down	rp
at	at	ii
the	the	at
cats	cat	nn2
in	in	ii
the	the	at
courtyard-by	courtyard-by	nn1
then	then	rt
,	,	y
Anne	anne	np1
had	have	vhd
a	a	at1
favorite	favorite	nn1_jj
,	,	y
a	a	at1
big	big	jj
marmalade	marmalade	nn1
cat	cat	nn1
who	who	pnqs
except	except	ii21
for	for	ii22
an	a	at1
occasional	occasional	jj
wave	wave	nn1
of	of	io
his	his	appge
tail	tail	nn1
lay	lay	vvd_vv0
motionless	motionless	jj
for	for	if
hours	hour	nnt2
on	on	ii
his	his	appge
side-she	side-she	pphs1
called	call	vvd@
her	her	appge
best	best	jjt
friend	friend	nn1
from	from	ii
school	school	nn1
,	,	y
Nina	nina	np1
.	.	y
<p>	<p>	y
At	at	ii
the	the	at
Montpellier	montpellier	np1
train	train	nn1_vv0
station	station	nn1
,	,	y
Anne	anne	np1
,	,	y
her	her	appge
large	large	jj
suitcase	suitcase	nn1
at	at	ii
her	her	appge
feet	foot	nn2
,	,	y
waited	wait	vvd_vvn@
for	for	if
Nina	nina	np1
.	.	y
As	as	rr21
usual	usual	rr22
Nina	nina	np1
was	be	vbdz
late	late	jj
,	,	y
and	and	cc
Anne	anne	np1
was	be	vbdz
reminded	remind	vvn
of	of	io
all	all	db
the	the	at
times	time	nnt2
Nina	nina	np1
had	have	vhd
kept	keep	vvn
her	her	ppho1_appge
waiting	wait	vvg_nn1@
,	,	y
in	in	rr21
particular	particular	rr22
the	the	at
time	time	nnt1
that	that	cst
had	have	vhd
led	lead	vvn
to	to	ii
her	her	appge_ppho1
meeting	meeting	nn1_vvg
George	george	np1
since	since	cs
she	she	pphs1
could	could	vm
no	no	rr21
longer	long	rr22
keep	keep	vvi
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Nina	nina	np1
indefinitely	indefinitely	rr
.	.	y
At	at	rr21
last	last	rr22
Anne	anne	np1
saw	see	vvd
Nina	nina	np1
.	.	y
Her	her	appge
raincoat	raincoat	nn1
buttoned	button	vvd
up	up	rp_ii@
the	the	at
wrong	wrong	jj
way	way	nn1
,	,	y
she	she	pphs1
was	be	vbdz
running	run	vvg
down	down	rp_ii@
the	the	at
platform	platform	nn1
,	,	y
waving	wave	vvg_jj
.	.	y
<p>	<p>	y
"	"	y
You	you	ppy
look	look	vv0
just	just	rr
the	the	at
same	same	da
,	,	y
"	"	y
Anne	anne	np1
said	say	vvd
,	,	y
kissing	kiss	vvg
Nina	nina	np1
,	,	y
who	who	pnqs
looked	look	vvd
much	much	rr_da1
thinner	thin	jjr
.	.	y
Her	her	appge
red	red	jj_nn1
hair	hair	nn1
was	be	vbdz
streaked	streak	vvn
with	with	iw
gray	gray	jj_nn1@
.	.	y
<p>	<p>	y
"	"	y
So	so	rr
do	do	vd0
you	you	ppy
,	,	y
"	"	y
Nina	nina	np1
answered	answer	vvd
breathlessly	breathlessly	rr
.	.	y
"	"	y
Always	always	rr
tres	tres	fw
chic	chic	jj_nn1@
.	.	y
"	"	y
<p>	<p>	y
In	in	ii
college	college	nn1
,	,	y
both	both	rr
Anne	anne	np1
and	and	cc
Nina	nina	np1
had	have	vhd
majored	major	vvn
in	in	ii
French	french	nn1_jj_np1@
;	;	y
after	after	cs_ii
graduation	graduation	nn1
,	,	y
Nina	nina	np1
had	have	vhd
gone	go	vvn
abroad	abroad	rl
to	to	to
study	study	vvi
music	music	nn1
and	and	cc
had	have	vhd
fallen	fall	vvn
in	in	ii
love	love	nn1
with	with	iw
a	a	at1
musician	musician	nn1
.	.	y
<p>	<p>	y
Anne	anne	np1
shook	shake	vvd
her	her	appge
head	head	nn1
,	,	y
she	she	pphs1
suddenly	suddenly	rr
felt	feel	vvn_vvd
like	like	ii
crying	crying	nn1_vvg
.	.	y
"	"	y
Your	your	appge
children	child	nn2
?	?	y
"	"	y
she	she	pphs1
asked	ask	vvd
instead	instead	rr
.	.	y
<p>	<p>	y
"	"	y
At	at	ii
home	home	nn1
,	,	y
with	with	iw
Michel	michel	np1
.	.	y
"	"	y
Michel	michel	np1
,	,	y
the	the	at
musician	musician	nn1
,	,	y
was	be	vbdz
already	already	rr
married	married	jj_vvn%
to	to	ii
someone	someone	pn1
else	else	rr
,	,	y
to	to	ii
a	a	at1
woman	woman	nn1
named	name	vvn
Eliane	eliane	np1
,	,	y
whom	whom	pnqo
he	he	pphs1
could	could	vm
not	not	xx
divorce	divorce	vvi
;	;	y
Nina	nina	np1
and	and	cc
Michel	michel	np1
had	have	vhd
two	two	mc
small	small	jj
children	child	nn2
,	,	y
a	a	at1
girl	girl	nn1
and	and	cc
a	a	at1
boy	boy	nn1
.	.	y
"	"	y
Here	here	rl
,	,	y
let	let	vv0
me	me	ppio1
.	.	y
"	"	y
Nina	nina	np1
reached	reach	vvd
for	for	if
Anne	anne	np1
's	's	ge
suitcase	suitcase	nn1
.	.	y
<p>	<p>	y
Embarrassed	embarrassed	jj
all	all	rr41
of	of	rr42
a	a	rr43
sudden	sudden	rr44
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
she	she	pphs1
handed	hand	vvd
Nina	nina	np1
her	her	appge
new	new	jj
jacket	jacket	nn1
.	.	y
"	"	y
Take	take	vv0
this	this	dd1_rg%
instead	instead	rr
,	,	y
"	"	y
she	she	pphs1
said	say	vvd
.	.	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
how	how	rrq_rgq@
beautiful	beautiful	jj
.	.	y
Nina	nina	np1
stroked	stroke	vvd
the	the	at
suede	suede	nn1
.	.	y
"	"	y
I	i	ppis1
'll	will	vm
have	have	vhi
to	to	to
borrow	borrow	vvi
it	it	pph1
from	from	ii
you	you	ppy
.	.	y
She	she	pphs1
smiled	smile	vvd
.	.	y
They	they	pphs2
both	both	db2_rr
knew	know	vvd
that	that	cst
Nina	nina	np1
was	be	vbdz
referring	refer	vvg
to	to	ii
the	the	at
many	many	da2
times	time	nnt2
in	in	ii
college	college	nn1
when	when	cs_rrq
Nina	nina	np1
used	use	vmk
to	to	to
borrow	borrow	vvi
Anne	anne	np1
's	's	ge
clothes	clothes	nn2
.	.	y
Sometimes	sometimes	rt
,	,	y
she	she	pphs1
would	would	vm
borrow	borrow	vvi
them	them	ppho2
without	without	iw
asking	ask	vvg_nn1@
.	.	y
<p>	<p>	y
"	"	y
No	no	xx
,	,	y
keep	keep	vv0
it	it	pph1
,	,	y
I	i	ppis1
mean	mean	vv0
it	it	pph1
,	,	y
"	"	y
Anne	anne	np1
said	say	vvd
.	.	y
As	as	csa
she	she	pphs1
opened	open	vvd
the	the	at
door	door	nn1
to	to	ii
Nina	nina	np1
's	's	ge
car	car	nn1
,	,	y
a	a	at1
large	large	jj
white	white	jj
dog	dog	nn1
lying	lie	vvg
on	on	ii
the	the	at
front	front	jj_nn1
seat	seat	nn1
raised	raise	vvd_vvn
his	his	appge
head	head	nn1
.	.	y
<p>	<p>	y
"	"	y
Git	git	nn1
,	,	y
July	july	npm1
!	!	y
Get	get	vv0
in	in	ii_rp@
the	the	at
back	back	nn1
,	,	y
"	"	y
Nina	nina	np1
ordered	order	vvd
the	the	at
dog	dog	nn1
.	.	y
"	"	y
She	she	pphs1
followed	follow	vvd
us	us	ppio2
from	from	ii
the	the	at
beach	beach	nn1
last	last	md
summer	summer	nnt1
,	,	y
the	the	at
children	child	nn2
insisted	insist	vvd_vvn@
on	on	ii_rp@
keeping	keep	vvg
her	her	ppho1
.	.	y
Do	do	vd0
n't	n't	xx
go	go	vvi
near	near	ii
her	her	ppho1
,	,	y
she	she	pphs1
sheds	shed	vvz%
.	.	y
"	"	y
The	the	at
back	back	nn1_jj@
seat	seat	nn1
of	of	io
Nina	nina	np1
's	's	ge
car	car	nn1
was	be	vbdz
littered	litter	vvn
with	with	iw
toys	toy	nn2
,	,	y
a	a	at1
discarded	discarded	jj@
sweater	sweater	nn1
,	,	y
a	a	at1
pair	pair	nn
of	of	io
shoes	shoe	nn2
,	,	y
food	food	nn1
wrappers	wrapper	nn2
.	.	y
"	"	y
Do	do	vd0
n't	n't	xx
mind	mind	vvi
the	the	at
mess	mess	nn1
,	,	y
"	"	y
Nina	nina	np1
also	also	rr
said	say	vvd_vvn@
.	.	y
<p>	<p>	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Nina	nina	np1
had	have	vhd
been	be	vbn
incapable	incapable	jj
of	of	io
putting	put	vvg
her	her	appge
own	own	da
clothes	clothes	nn2
away	away	rl
or	or	cc
back	back	nn1_rp
where	where	cs_rrq
they	they	pphs2
belonged-in	belonged-in	jj
the	the	at
closet	closet	nn1
or	or	cc
in	in	ii
the	the	at
bureau	bureau	nn1
drawers	drawer	nn2
.	.	y
Nina	nina	np1
left	leave	vvd
everything	everything	pn1
trailing	trail	vvg_jj
on	on	ii_rp@
chairs	chair	nn2
or	or	cc
lying	lie	vvg
on	on	ii
the	the	at
floor	floor	nn1
.	.	y
But	but	ccb
it	it	pph1
was	be	vbdz
her	her	appge
sweetness	sweetness	nn1
more	more	rrr_dar
than	than	csn
anything	anything	pn1
else	else	rr
that	that	cst_dd1
had	have	vhd
attracted	attract	vvn
Anne	anne	np1
,	,	y
and	and	cc
Nina	nina	np1
's	be	vbz
selflessness-she	selflessness-she	pphs1
had	have	vhd
a	a	at1
kind	kind	nn1
of	of	io
otherworldliness	otherworldliness	nn1
,	,	y
a	a	at1
total	total	jj
lack	lack	nn1
of	of	io
ego-was	ego-was	vbdz
how	how	rrq
Anne	anne	np1
would	would	vm
describe	describe	vvi
her	her	appge_ppho1
later	later	jjr
.	.	y
<p>	<p>	y
"	"	y
How	how	rgq@
many	many	da2
people	people	nn
live	live	vv0
in	in	ii
however	however	rrqv
you	you	ppy
pronounce	pronounce	vv0
the	the	at
name	name	nn1
of	of	io
your	your	appge
village	village	nn1
?	?	y
"	"	y
Anne	anne	np1
asked	ask	vvd
as	as	csa_ii@
Nina	nina	np1
started	start	vvd
up	up	rp
the	the	at
car	car	nn1
.	.	y
The	the	at
village	village	nn1
Nina	nina	np1
lived	live	vvd
in	in	rp@_ii
was	be	vbdz
a	a	at1
few	few	da2
miles	mile	nnu2
north	north	nd1
of	of	io
Montpellier	montpellier	np1
.	.	y
<p>	<p>	y
"	"	y
St.	st	np1
Guilhem-le-Desert	guilhem-le-desert	np1
,	,	y
"	"	y
Nina	nina	np1
enunciated	enunciate	vvd
the	the	at
name	name	nn1
for	for	if
Anne	anne	np1
.	.	y
"	"	y
About	about	rg
two	two	mc
hundred	hundred	m
,	,	y
except	except	cs
on	on	ii
weekends	weekend	nnt2
and	and	cc
holidays	holiday	nn2
,	,	y
then	then	rt
it	it	pph1
is	be	vbz
more	more	rrr_dar_rgr
like	like	ii
two	two	mc
million	million	m
people	people	nn
.	.	y
The	the	at
Cevennes	cevennes	np2
has	have	vhz
become	become	vvn@
a	a	at1
big	big	jj
tourist	tourist	nn1
center	center	nn1
for	for	if
walking	walk	vvg_nn1
and	and	cc
climbing	climbing	nn1_vvg
.	.	y
Also	also	rr
,	,	y
you	you	ppy
would	would	vm
be	be	vbi
surprised	surprise	vvn%_jj
at	at	ii
the	the	at
number	number	nn1
of	of	io
pilgrims	pilgrim	nn2
.	.	y
"	"	y
<p>	<p>	y
"	"	y
Pilgrims	pilgrim	nn2
?	?	y
"	"	y
<p>	<p>	y
"	"	y
Yes	yes	uh
,	,	y
they	they	pphs2
come	come	vv0
to	to	to
worship	worship	vvi
a	a	at1
three-inch	three-inch	nnu1_jj
piece	piece	nn1
of	of	io
the	the	at
True	true	jj
Cross	cross	nn1
which	which	ddq
Charlemagne	charlemagne	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
knights	knight	nn2
,	,	y
a	a	at1
man	man	nn1
named	name	vvn
Guilhem	guilhem	nn1_np1
who	who	pnqs
built	build	vvd
an	a	at1
abbey	abbey	nn1
you	you	ppy
can	can	vm
visit	visit	vvi
if	if	csw@_cs
you	you	ppy
like	like	vv0
.	.	y
Now	now	rt
a	a	at1
community	community	nn1
of	of	io
Carmelite	carmelite	jj_nn1
nuns	nun	nn2
lives	live	vvz_nn2
where	where	rrq_cs
the	the	at
original	original	nn1@_jj
abbey-oh	abbey-oh	uh
,	,	y
I	i	ppis1
do	do	vd0
n't	n't	xx
mean	mean	vvi
to	to	to
go	go	vvi
on	on	rp@
about	about	ii
the	the	at
local	local	jj
sights	sight	nn2
.	.	y
"	"	y
Nina	nina	np1
reached	reach	vvd
with	with	iw
one	one	mc1
hand	hand	nn1
to	to	to
touch	touch	vvi
Anne	anne	np1
's	's	ge
arm	arm	nn1
.	.	y
"	"	y
Tell	tell	vv0
me	me	ppio1
,	,	y
"	"	y
she	she	pphs1
asked	ask	vvd
,	,	y
"	"	y
how	how	rrq
's	be	vbz
George	george	np1
?	?	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
think	think	vv0
I	i	ppis1
've	have	vh0
left	leave	vvn
him	him	ppho1
,	,	y
"	"	y
Anne	anne	np1
said	say	vvd
,	,	y
turning	turn	vvg
to	to	ii
the	the	at
side	side	nn1
window	window	nn1
so	so	cs21
that	that	cs22
Nina	nina	np1
could	could	vm
not	not	xx
see	see	vvi
her	her	appge
face	face	nn1
.	.	y
"	"	y
Nothing	nothing	pn1
is	be	vbz
settled	settle	vvn
yet	yet	rr
.	.	y
But	but	ccb
go	go	vv0
on	on	rp@
,	,	y
I	i	ppis1
like	like	vv0
hearing	hear	vvg_nn1
about	about	ii
where	where	rrq
you	you	ppy
live	live	vv0
.	.	y
"	"	y
<p>	<p>	y
"	"	y
There	there	ex
's	be	vbz
a	a	at1
castle	castle	nn1
we	we	ppis2
can	can	vm
visit	visit	vvi
,	,	y
too	too	rr@_rg
,	,	y
"	"	y
Nina	nina	np1
told	tell	vvd
Anne	anne	np1
after	after	ii_cs
a	a	at1
while	while	nnt1@
.	.	y
<p>	<p>	y
"	"	y
Oh	oh	uh
,	,	y
what	what	ddq
a	a	at1
pretty	pretty	jj
village	village	nn1
,	,	y
"	"	y
Anne	anne	np1
exclaimed	exclaim	vvd
as	as	csa_ii@
Nina	nina	np1
was	be	vbdz
parking	park	vvg@
the	the	at
car	car	nn1
.	.	y
"	"	y
It	it	pph1
looks	look	vvz
as	as	cs21
if	if	cs22
your	your	appge
house	house	nn1
was	be	vbdz
built	build	vvn
back	back	rp
in	in	ii
the	the	at
Middle	middle	jj_nn1
Ages	age	nn2
.	.	y
"	"	y
<p>	<p>	y
"	"	y
It	it	pph1
was	be	vbdz
.	.	y
"	"	y
Nina	nina	np1
laughed	laugh	vvd
.	.	y
"	"	y
There	there	ex
's	be	vbz
practically	practically	rr
no	no	at
heat	heat	nn1
in	in	ii
winter	winter	nnt1
,	,	y
and	and	cc
there	there	ex
's	be	vbz
just	just	rr
enough	enough	dd_rr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
more	more	rgr_dar_rrr
like	like	jj@_ii
camping	camping	nn1_vvg@
out	out	rp
.	.	y
"	"	y
<p>	<p>	y
"	"	y
I	i	ppis1
'm	be	vbm
just	just	rr
so	so	rg
happy	happy	jj
to	to	to
see	see	vvi
you	you	ppy
,	,	y
"	"	y
Anne	anne	np1
said	say	vvd
,	,	y
getting	get	vvg
out	out	ii21
of	of	ii22
the	the	at
car	car	nn1
and	and	cc
brushing	brush	vvg
at	at	ii
her	her	appge
skirt	skirt	nn1
,	,	y
which	which	ddq
was	be	vbdz
covered	cover	vvn
with	with	iw
white	white	jj
dog	dog	nn1
hair	hair	nn1
.	.	y
<p>	<p>	y
Nina	nina	np1
's	's	ge
children	child	nn2
,	,	y
Sophie	sophie	np1
and	and	cc
Paul	paul	np1
,	,	y
were	be	vbdr
sitting	sit	vvg
at	at	ii
the	the	at
kitchen	kitchen	nn1
table	table	nn1
coloring	color	vvg_nn1
in	in	ii
a	a	at1
book	book	nn1
.	.	y
Michel	michel	np1
,	,	y
a	a	at1
big	big	jj
man	man	nn1
in	in	ii
a	a	at1
red	red	jj
wool	wool	nn1
check	check	nn1_vv0
shirt	shirt	nn1
,	,	y
was	be	vbdz
wearing	wear	vvg
a	a	at1
headset	headset	nn1
and	and	cc
listening	listen	vvg_nn1_jj
to	to	ii
music	music	nn1
;	;	y
he	he	pphs1
did	do	vdd
not	not	xx
hear	hear	vvi
Nina	nina	np1
and	and	cc
Anne	anne	np1
come	come	vv0
in	in	rp@
.	.	y
<p>	<p>	y
"	"	y
Hello	hello	uh
,	,	y
cheri	cheri	nn2
!	!	y
"	"	y
Nina	nina	np1
shouted	shout	vvd
.	.	y
<p>	<p>	y
Anne	anne	np1
stood	stand	vvd
at	at	ii
the	the	at
door	door	nn1
and	and	cc
smiled	smile	vvd
at	at	ii
the	the	at
children	child	nn2
,	,	y
who	who	pnqs
were	be	vbdr
staring	stare	vvg
at	at	ii
her	her	ppho1
.	.	y
July	july	npm1
,	,	y
the	the	at
dog	dog	nn1
,	,	y
trotted	trot	vvn_vvd
past	past	ii
her	her	ppho1
,	,	y
and	and	cc
Sophie	sophie	np1
,	,	y
the	the	at
little	little	jj
girl	girl	nn1
who	who	pnqs
was	be	vbdz
eight	eight	mc
,	,	y
got	get	vvd_vvn
down	down	rp
from	from	ii
the	the	at
chair	chair	nn1
