##4001269		
ABSTRACT	abstract	jj_nn1@_vv0@
humor	humor	nn1
(	(	y
such	such	ii21
as	as	ii22
worriers	worrier	nn2
)	)	y
than	than	csn
with	with	iw
individuals	individual	nn2
who	who	pnqs
have	have	vh0
a	a	at1
greater	great	jjr
sense	sense	nn1
of	of	io
humor	humor	nn1
.	.	y
Using	use	vvg
respectful	respectful	jj
humorous	humorous	jj
therapeutic	therapeutic	jj
interventions	intervention	nn2
,	,	y
increasing	increase	vvg
the	the	at
production	production	nn1
of	of	io
humor	humor	nn1
,	,	y
and	and	cc
facilitating	facilitate	vvg
a	a	at1
more	more	rgr
playful	playful	jj
,	,	y
humorous	humorous	jj
perspective	perspective	nn1
among	among	ii
clients	client	nn2
may	may	vm
prove	prove	vvi
to	to	to
be	be	vbi
helpful	helpful	jj
techniques	technique	nn2
for	for	if
counselors	counselor	nn2
working	work	vvg
with	with	iw
worriers	worrier	nn2
.	.	y
<p>	<p>	y
The	the	at
relatively	relatively	rr
low	low	jj
percentage	percentage	nn1
of	of	io
shared	shared	jj
variance	variance	nn1
between	between	ii
worry	worry	nn1@
and	and	cc
sense	sense	nn1
of	of	io
humor	humor	nn1
should	should	vm
be	be	vbi
noted	note	vvn
.	.	y
For	for	rex21
instance	instance	rex22
,	,	y
although	although	cs
the	the	at
results	result	nn2
were	be	vbdr
as	as	rg@
predicted	predicted	jj@
--	--	x
a	a	at1
significant	significant	jj
negative	negative	jj
relationship	relationship	nn1
was	be	vbdz
found	find	vvn
between	between	ii
worry	worry	nn1@
and	and	cc
sense	sense	nn1
of	of	io
humor-the	humor	at
percentage	percentage	nn1
of	of	io
shared	shared	jj
variance	variance	nn1
between	between	ii
the	the	at
WDQ	wdq	np1
and	and	cc
MSHS	mshs	np1
was	be	vbdz
somewhat	somewhat	rr
low	low	jj
(	(	y
3%	3%	nnu
)	)	y
.	.	y
However	however	rr
,	,	y
the	the	at
statistical	statistical	jj
significance	significance	nn1
of	of	io
the	the	at
results	result	nn2
indicates	indicate	vvz
that	that	cst
the	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Johnston	johnston	np1
,	,	y
1981	1981	mc
)	)	y
.	.	y
The	the	at
amount	amount	nn1
of	of	io
shared	shared	jj
variance	variance	nn1
(	(	y
10%	10%	nnu
)	)	y
between	between	ii
humor	humor	nn1
production	production	nn1
(	(	y
of	of	io
the	the	at
MSHS	mshs	np1
)	)	y
and	and	cc
confidence	confidence	nn1
(	(	y
of	of	io
the	the	at
WDQ	wdq	np1
)	)	y
also	also	rr
suggests	suggest	vvz
that	that	cst
a	a	at1
meaningful	meaningful	jj
and	and	cc
predictable	predictable	jj
relationship	relationship	nn1
exists	exist	vvz
between	between	ii
these	these	dd2
two	two	mc
variables	variable	nn2
.	.	y
Moreover	moreover	rr
,	,	y
the	the	at
high	high	jj
internal	internal	jj
consistencies	consistency	nn2
of	of	io
the	the	at
scales	scale	nn2
(	(	y
see	see	vv0
Table	table	nn1
1	1	mc1
)	)	y
suggest	suggest	vv0
that	that	cst
the	the	at
scales	scale	nn2
were	be	vbdr
not	not	xx
greatly	greatly	rr
affected	affect	vvn
by	by	ii
error	error	nn1
variance	variance	nn1
(	(	y
Nunnally	nunnally	np1_rr
,	,	y
1978	1978	mc
)	)	y
.	.	y
Thus	thus	rr
,	,	y
it	it	pph1
is	be	vbz
likely	likely	jj
that	that	cst
the	the	at
relationship	relationship	nn1
between	between	ii
the	the	at
two	two	mc
variables	variable	nn2
in	in	ii
this	this	dd1
study	study	nn1
is	be	vbz
stable	stable	jj
and	and	cc
relatively	relatively	rr
free	free	jj
of	of	io
error	error	nn1
variance	variance	nn1
.	.	y
<p>	<p>	y
The	the	at
present	present	jj_nn1
study	study	nn1
has	have	vhz
several	several	da2
limitations	limitation	nn2
that	that	cst_dd1
should	should	vm
be	be	vbi
considered	consider	vvn
by	by	ii
future	future	jj_nn1
researchers	researcher	nn2
.	.	y
For	for	rex21
instance	instance	rex22
,	,	y
the	the	at
results	result	nn2
are	be	vbr
based	base	vvn
on	on	ii
a	a	at1
college	college	nn1
student	student	nn1
sample	sample	nn1
.	.	y
Therefore	therefore	rr
,	,	y
the	the	at
clinical	clinical	jj
implications	implication	nn2
noted	note	vvn_vvd
in	in	ii
this	this	dd1
discussion	discussion	nn1
are	be	vbr
tentative	tentative	jj
.	.	y
Studies	study	nn2
involving	involve	vvg
clinical	clinical	jj
samples	sample	nn2
should	should	vm
be	be	vbi
conducted	conduct	vvn
.	.	y
Also	also	rr
,	,	y
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
I	i	ppis1
used	use	vvd
only	only	rr
one	one	mc1
instrument	instrument	nn1
to	to	to
measure	measure	vvi
each	each	dd1
construct	construct	nn1%_vv0
.	.	y
Future	future	jj_nn1
research	research	nn1
should	should	vm
include	include	vvi
additional	additional	jj
measures	measure	nn2
of	of	io
worry	worry	nn1@
and	and	cc
sense	sense	nn1
of	of	io
humor	humor	nn1
.	.	y
<p>	<p>	y
In	in	rr21
addition	addition	rr22
,	,	y
there	there	ex
are	be	vbr
some	some	dd
statistical	statistical	jj
limitations	limitation	nn2
of	of	io
the	the	at
present	present	jj_nn1
study	study	nn1
.	.	y
For	for	rex21
instance	instance	rex22
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
as	as	csa
they	they	pphs2
sometimes	sometimes	rt
are	be	vbr
prone	prone	jj
to	to	ii
an	a	at1
inflated	inflated	jj
risk	risk	nn1
of	of	io
capitalizing	capitalize	vvg
on	on	ii
chance	chance	nn1
relationships	relationship	nn2
specific	specific	jj
to	to	ii
the	the	at
sample	sample	nn1
(	(	y
Judd	judd	np1
&;	&;	x
McClelland	mcclelland	np1
,	,	y
1989	1989	mc
)	)	y
.	.	y
Although	although	cs
I	i	ppis1
believe	believe	vv0
the	the	at
use	use	nn1
of	of	io
a	a	at1
stepwise	stepwise	jj
regression	regression	nn1
was	be	vbdz
warranted	warrant	vvn
because	because	ii21
of	of	ii22
the	the	at
exploratory	exploratory	jj
nature	nature	nn1
of	of	io
some	some	dd
analyses	analysis	nn2
used	use	vvn_vvd
in	in	ii
this	this	dd1
study	study	nn1
,	,	y
future	future	jj_nn1
studies	study	nn2
should	should	vm
include	include	vvi
different	different	jj
regression	regression	nn1
approaches	approach	vvz_nn2
in	in	ii
an	a	at1
attempt	attempt	nn1
to	to	to
replicate	replicate	vvi
and	and	cc
expand	expand	vvi
the	the	at
findings	finding	nn2
of	of	io
the	the	at
present	present	jj_nn1
study	study	nn1
.	.	y
<p>	<p>	y
Future	future	jj_nn1
research	research	nn1
should	should	vm
include	include	vvi
larger	large	jjr
,	,	y
more	more	rgr
diverse	diverse	jj
samples	sample	nn2
to	to	to
attempt	attempt	vvi
to	to	to
replicate	replicate	vvi
the	the	at
findings	finding	nn2
of	of	io
the	the	at
present	present	jj_nn1
study	study	nn1
.	.	y
A	a	at1
further	far	jjr@
exploration	exploration	nn1
of	of	io
the	the	at
relationship	relationship	nn1
between	between	ii
humor	humor	nn1
production	production	nn1
and	and	cc
worry	worry	vv0_nn1@
may	may	vm
provide	provide	vvi
useful	useful	jj
information	information	nn1
for	for	if
understanding	understand	vvg_nn1_jj@
reasons	reason	nn2
worriers	worrier	nn2
report	report	vv0@
less	less	dar
sense	sense	nn1
of	of	io
humor	humor	nn1
and	and	cc
production	production	nn1
of	of	io
humor	humor	nn1
.	.	y
For	for	rex21
instance	instance	rex22
,	,	y
one	one	mc1
question	question	nn1
for	for	if
future	future	jj_nn1
research	research	nn1
is	be	vbz
whether	whether	csw
lower	low	jjr
humor	humor	nn1
production	production	nn1
among	among	ii
worriers	worrier	nn2
is	be	vbz
the	the	at
result	result	nn1
of	of	io
a	a	at1
fear	fear	nn1
of	of	io
negative	negative	jj
evaluation	evaluation	nn1
or	or	cc
the	the	at
result	result	nn1
of	of	io
another	another	dd1
as	as	rr21
yet	yet	rr22
undetermined	undetermined	jj
factor	factor	nn1
,	,	y
such	such	ii21
as	as	ii22
social	social	jj
inhibition	inhibition	nn1
or	or	cc
self-focused	self-focused	jj_nn1
attention	attention	nn1
.	.	y
More	more	dar
research	research	nn1
is	be	vbz
also	also	rr
needed	need	vvn_vvd
to	to	to
experimentally	experimentally	rr
evaluate	evaluate	vvi
the	the	at
clinical	clinical	jj
efficacy	efficacy	nn1
of	of	io
using	use	vvg
humor	humor	nn1
as	as	ii_csa
a	a	at1
therapeutic	therapeutic	jj
technique	technique	nn1
for	for	if
worriers	worrier	nn2
.	.	y
<p>	<p>	y
The	the	at
author	author	nn1
would	would	vm
like	like	vvi
to	to	to
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
helpful	helpful	jj
comments	comment	nn2
on	on	ii
an	a	at1
earlier	early	jjr
draft	draft	nn1
of	of	io
this	this	dd1
article	article	nn1
.	.	y
<p>	<p>	y
Address	address	nn1_vv0@
correspondence	correspondence	nn1
to	to	ii
William	william	np1
E.	e	np1
Kelly	kelly	np1
,	,	y
who	who	pnqs
is	be	vbz
now	now	rt
at	at	ii
the	the	at
Graduate	graduate	nn1
Department	department	nn1
of	of	io
Counseling	counseling	nn1
,	,	y
George	george	np1
Fox	fox	np1
University	university	nn1
,	,	y
12753	12753	mc
S.W.	s.w	nd1
68th	68th	np1
Avenue	avenue	nnl1
,	,	y
Portland	portland	np1
,	,	y
OR	or	cc
97223	97223	mc
;	;	y
wkelly@georgefox.edu	wkelly@georgefox.edu	fo
(	(	y
e-mail	e-mail	nn1
)	)	y
.	.	y
TABLE	table	nn1
1	1	mc1
Means	mean	nn_vvz
,	,	y
Standard	standard	jj_nn1
Deviations	deviation	nn2
,	,	y
and	and	cc
Internal	internal	jj
Consistencies	consistency	nn2
of	of	io
the	the	at
WDQ	wdq	np1
,	,	y
MSHS	mshs	np1
,	,	y
and	and	cc
Subscales	subscale	np2_nn2@
(	(	y
N	xx_n	zz1
=	=	fo
140	140	mc
)	)	y
PREFORMATTED	preformatted	zz
TABLE	table	nn1
<p>	<p>	y
##4001278		
ABSTRACT	abstract	jj_nn1@_vv0@
.	.	y
The	the	at
Emotional	emotional	jj
Stroop	stroop	nn1_np1
(	(	y
ES	es	fw
)	)	y
task	task	nn1
(	(	y
I.	i	np1
H.	h	np1
Gotlib	gotlib	np1
&;	&;	x
C.	c	np1
D.	d	np1
McCann	mccann	np1
,	,	y
1984	1984	mc
)	)	y
has	have	vhz
been	be	vbn
proposed	propose	vvn
as	as	ii
an	a	at1
experimental	experimental	jj
measure	measure	nn1
to	to	to
assess	assess	vvi
the	the	at
processing	processing	nn1
of	of	io
emotion	emotion	nn1
or	or	cc
the	the	at
bias	bias	nn1
in	in	ii
attention	attention	nn1
of	of	io
emotion-laden	emotion-laden	jj_nn1
information	information	nn1
.	.	y
However	however	rr
,	,	y
study	study	nn1_vv0@
results	result	nn2
have	have	vh0
not	not	xx
been	be	vbn
consistent	consistent	jj
.	.	y
To	to	to
further	far	rrr
examine	examine	vvi
its	its	z'
reliability	reliability	nn1
for	for	if
empirical	empirical	jj
research	research	nn1
,	,	y
the	the	at
authors	author	nn2
of	of	io
this	this	dd1
study	study	nn1
administered	administer	vvn_vvd@
the	the	at
ES	es	np1_fw
task	task	nn1
to	to	ii
33	33	mc
participants	participant	nn2
on	on	ii
2	2	mc
separate	separate	jj
occasions	occasion	nn2
separated	separate	vvn
by	by	ii
1	1	mc1
week	week	nnt1
.	.	y
Results	result	nn2
indicated	indicate	vvd_vvn
that	that	dd1_cst
retest	retest	nn1_vv0@
reliabilities	reliability	nn2
for	for	if
reaction	reaction	nn1
times	time	nnt2
(	(	y
RTs	rts	np1
)	)	y
derived	derive	vvn
from	from	ii
the	the	at
3	3	mc
separate	separate	jj
emotion	emotion	nn1
conditions	condition	nn2
(	(	y
manic	manic	jj
,	,	y
neutral	neutral	jj
,	,	y
and	and	cc
depressive	depressive	nn1
)	)	y
across	across	ii
the	the	at
1	1	mc1
week	week	nnt1
interval	interval	nn1
were	be	vbdr
very	very	rg
high	high	jj_rr@
.	.	y
However	however	rr
,	,	y
consistent	consistent	jj
with	with	iw
previous	previous	jj
research	research	nn1
,	,	y
the	the	at
reliabilities	reliability	nn2
were	be	vbdr
very	very	rg
low	low	jj_rr@
for	for	if
the	the	at
interference	interference	nn1
indices	index	nn2
(	(	y
manic	manic	jj
and	and	cc
depressive	depressive	nn1
)	)	y
.	.	y
These	these	dd2
low	low	jj
reliabilities	reliability	nn2
reflect	reflect	vv0
the	the	at
very	very	rg
high	high	jj
intercorrelation	intercorrelation	nn1
between	between	ii
the	the	at
RTs	rts	np1
derived	derive	vvn
from	from	ii
the	the	at
3	3	mc
conditions	condition	nn2
.	.	y
The	the	at
authors	author	nn2
concluded	conclude	vvd_vvn
that	that	cst
a	a	at1
better	better	jjr
indicator	indicator	nn1
of	of	io
the	the	at
reliability	reliability	nn1
for	for	if
this	this	dd1
task	task	nn1
is	be	vbz
the	the	at
individual	individual	jj_nn1
RTs	rts	np1
from	from	ii
each	each	dd1
emotion	emotion	nn1
condition	condition	nn1
.	.	y
<p>	<p>	y
Key	key	jj_nn1
words	word	nn2
:	:	y
emotion	emotion	nn1
,	,	y
emotional	emotional	jj
Stroop	stroop	nn1_np1
,	,	y
reliability	reliability	nn1
,	,	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
&;	&;	x
McCann	mccann	np1
,	,	y
1984	1984	mc
)	)	y
is	be	vbz
based	base	vvn
on	on	ii
the	the	at
original	original	jj
Stroop	stroop	nn1
task	task	nn1
(	(	y
Stroop	stroop	np1_vv0_nn1
,	,	y
1935	1935	mc
)	)	y
,	,	y
which	which	ddq
has	have	vhz
previously	previously	rr
been	be	vbn
used	use	vvn
to	to	to
examine	examine	vvi
attentional	attentional	jj
processes	process	nn2
and	and	cc
the	the	at
well-known	well-known	jj
interference	interference	nn1
or	or	cc
Stroop	stroop	np1_vv0_nn1
effect	effect	nn1
.	.	y
Results	result	nn2
from	from	ii
studies	study	nn2
employing	employ	vvg
the	the	at
Stroop	stroop	nn1_np1
task	task	nn1
have	have	vh0
revealed	reveal	vvn
that	that	cst
participants	participant	nn2
require	require	vv0
a	a	at1
longer	long	jjr
time	time	nnt1
to	to	to
name	name	vvi
the	the	at
color	color	nn1
of	of	io
a	a	at1
stimulus	stimulus	nn1
when	when	cs_rrq
the	the	at
word	word	nn1
is	be	vbz
incongruent	incongruent	jj
than	than	csn
when	when	cs_rrq
it	it	pph1
appears	appear	vvz
as	as	ii
a	a	at1
solid	solid	jj
color	color	nn1
square	square	nn1
.	.	y
That	that	rex21
is	is	rex22
,	,	y
they	they	pphs2
have	have	vh0
trouble	trouble	nn1
saying	say	vvg
"	"	y
blue	blue	jj_nn1@
"	"	y
when	when	cs_rrq
blue	blue	jj
ink	ink	nn1
is	be	vbz
used	use	vvn
in	in	ii
printing	print	vvg
the	the	at
word	word	nn1
"	"	y
red	red	nn1
.	.	y
"	"	y
<p>	<p>	y
Researchers	researcher	nn2
are	be	vbr
beginning	begin	vvg
to	to	to
focus	focus	vvi
on	on	ii
the	the	at
abnormal	abnormal	jj
processing	processing	nn1
of	of	io
emotion	emotion	nn1
or	or	cc
attention	attention	nn1
in	in	ii
emotion-related	emotion-related	nn1_jj
(	(	y
e.g.	eg	rex
,	,	y
affective	affective	jj
)	)	y
disorders	disorder	nn2
(	(	y
Austin	austin	np1
et	et	ra21
al.	al	ra22
,	,	y
1999	1999	mc
;	;	y
Franke	franke	np1
,	,	y
Maier	maier	np1
,	,	y
Hardt	hardt	np1
,	,	y
&;	&;	x
Frieboes	frieboes	np1_nn2
,	,	y
1993	1993	mc
;	;	y
Hill	hill	np1
&;	&;	x
Knowles	knowles	np1
,	,	y
1991	1991	mc
;	;	y
Kinderman	kinderman	np1
,	,	y
1994	1994	mc
;	;	y
Lemelin	lemelin	np1
&;	&;	x
Baruch	baruch	np1
,	,	y
1998	1998	mc
;	;	y
Tarbuck	tarbuck	np1
&;	&;	x
Paykel	paykel	np1
,	,	y
1995	1995	mc
)	)	y
.	.	y
To	to	to
assess	assess	vvi
the	the	at
processing	processing	nn1
of	of	io
emotional	emotional	jj
information	information	nn1
in	in	ii
psychiatric	psychiatric	jj
disorders	disorder	nn2
,	,	y
such	such	ii21
as	as	ii22
depression	depression	nn1
,	,	y
researchers	researcher	nn2
may	may	vm
adapt	adapt	vvi
traditional	traditional	jj
cognitive	cognitive	jj
tests	test	nn2
;	;	y
the	the	at
Stroop	stroop	nn1_np1
task	task	nn1
has	have	vhz
been	be	vbn
adapted	adapt	vvn
for	for	if
research	research	nn1
examining	examine	vvg
the	the	at
processing	processing	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Williams	williams	np1
&;	&;	x
Nulty	nulty	np1
,	,	y
1986	1986	mc
)	)	y
<p>	<p>	y
The	the	at
ES	es	np1_fw
task	task	nn1
differs	differ	vvz
from	from	ii
the	the	at
Stroop	stroop	nn1_np1
task	task	nn1
in	in	ii
that	that	dd1
emotional-	emotional-	nn1_jj
and	and	cc
neutral-content	neutral-content	jj_nn1
words	word	nn2
are	be	vbr
presented	present	vvn
instead	instead	ii21
of	of	ii22
color-incongruent	color-incongruent	jj
words	word	nn2
and	and	cc
the	the	at
interference	interference	nn1
effect	effect	nn1
is	be	vbz
a	a	at1
result	result	nn1
of	of	io
emotional	emotional	jj
content	content	nn1
rather	rather	ii21
than	than	ii22
incongruence	incongruence	nn1
of	of	io
color	color	nn1
.	.	y
Williams	williams	np1
,	,	y
Mathews	mathews	np1_nn2_vvz
,	,	y
and	and	cc
MacLeod	macleod	np1
(	(	y
1996	1996	mc
)	)	y
hypothesized	hypothesize	vvd
that	that	cst
the	the	at
ES	es	np1_fw
task	task	nn1
measures	measure	vvz@_nn2
attentional	attentional	jj
bias	bias	nn1
because	because	cs
depressed	depressed	jj
individuals	individual	nn2
perform	perform	vv0
poorly	poorly	rr_jj
at	at	ii
color	color	nn1
naming	naming	nn1_vvg
when	when	cs_rrq
the	the	at
words	word	nn2
have	have	vh0
a	a	at1
depressed	depressed	jj
content	content	nn1_jj
than	than	csn
when	when	cs_rrq
the	the	at
words	word	nn2
have	have	vh0
a	a	at1
neutral	neutral	jj
or	or	cc
manic	manic	jj
content	content	nn1
.	.	y
Response	response	nn1
latencies	latency	nn2
from	from	ii
depressed	depressed	jj
individuals	individual	nn2
are	be	vbr
longer	long	rrr_jjr
when	when	cs
the	the	at
stimulus	stimulus	nn1
material	material	nn1
is	be	vbz
negatively	negatively	rr
valenced	valenced	jj@_vvn@
than	than	csn
when	when	cs_rrq
the	the	at
material	material	nn1
is	be	vbz
neutral	neutral	jj
or	or	cc
positively	positively	rr
valenced	valenced	vvn@_vvd_jj@
(	(	y
Kindt	kindt	np1
,	,	y
Bierman	bierman	np1
&;	&;	x
Brosschot	brosschot	np1_nn1
,	,	y
1996	1996	mc
;	;	y
Segal	segal	np1
,	,	y
Gemar	gemar	np1_nn1
,	,	y
Truchon	truchon	np1_nn1
,	,	y
Guirguis	guirguis	np1
,	,	y
&;	&;	x
Horowitz	horowitz	np1
,	,	y
1995	1995	mc
;	;	y
Siegrist	siegrist	nn1_jj
,	,	y
1997	1997	mc
;	;	y
Williams	williams	np1
&;	&;	x
Nulty	nulty	np1
,	,	y
1986	1986	mc
)	)	y
.	.	y
<p>	<p>	y
It	it	pph1
has	have	vhz
been	be	vbn
assumed	assume	vvn
that	that	cst
the	the	at
emotional	emotional	jj
modification	modification	nn1
of	of	io
the	the	at
cognitive	cognitive	jj
paradigm	paradigm	nn1
allows	allow	vvz
the	the	at
measurement	measurement	nn1
of	of	io
inhibition	inhibition	nn1
of	of	io
emotional	emotional	jj
information	information	nn1
in	in	ii_rp@
much	much	rr
the	the	at
same	same	da
manner	manner	nn1
as	as	csa
the	the	at
original	original	jj
cognitive	cognitive	jj
paradigm	paradigm	nn1
measures	measure	nn2_vvz@
inhibition	inhibition	nn1
of	of	io
cognitive	cognitive	jj
processes	process	nn2
(	(	y
Kindt	kindt	np1
et	et	ra21
al.	al	ra22
,	,	y
1996	1996	mc
)	)	y
.	.	y
However	however	rr
,	,	y
this	this	dd1
has	have	vhz
not	not	xx
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
processing	process	vvg_nn1
emotional	emotional	jj
information	information	nn1
is	be	vbz
qualitatively	qualitatively	rr
different	different	jj
and	and	cc
that	that	dd1_cst
such	such	da
information	information	nn1
follows	follow	vvz
a	a	at1
different	different	jj
neural	neural	jj_nn1
pathway	pathway	nn1
than	than	csn
emotionally	emotionally	rr
neutral	neutral	jj
(	(	y
cognitive	cognitive	jj
)	)	y
information	information	nn1
.	.	y
<p>	<p>	y
Results	result	nn2
from	from	ii
previous	previous	jj
studies	study	nn2
using	use	vvg
the	the	at
ES	es	np1_fw
task	task	nn1
have	have	vh0
been	be	vbn
inconsistent	inconsistent	jj
(	(	y
Williams	williams	np1
et	et	ra21
al.	al	ra22
,	,	y
1996	1996	mc
)	)	y
and	and	cc
may	may	vm
reflect	reflect	vvi
the	the	at
fact	fact	nn1
that	that	cst
it	it	pph1
is	be	vbz
not	not	xx
a	a	at1
reliable	reliable	jj
measure	measure	nn1
.	.	y
Reliability	reliability	nn1
of	of	io
the	the	at
ES	es	np1_fw
task	task	nn1
has	have	vhz
been	be	vbn
investigated	investigate	vvn
in	in	ii_rp@
only	only	rr
two	two	mc
previous	previous	jj
studies	study	nn2
(	(	y
Kindt	kindt	np1
et	et	ra21
al.	al	ra22
,	,	y
1996	1996	mc
;	;	y
Siegrist	siegrist	nn1_jj
,	,	y
1997	1997	mc
)	)	y
,	,	y
with	with	iw
negative	negative	jj
results	result	nn2
.	.	y
Kindt	kindt	np1@_nn1
et	et	ra21
al	al	ra22
.	.	y
Found	find	vvd_vvn_vv0%
the	the	at
reliability	reliability	nn1
of	of	io
emotional	emotional	jj
content	content	jj_nn1
words	word	nn2
to	to	to
be	be	vbi
low	low	jj
(	(	y
r	xx_r	zz1
=	=	fo
.19	.19	mc
and	and	cc
.25	.25	mc
)	)	y
.	.	y
This	this	dd1
finding	finding	nn1
was	be	vbdz
replicated	replicate	vvn
by	by	ii
Siegrist	siegrist	nn1_jj
using	use	vvg
self-relevant	self-relevant	jj
words	word	nn2
(	(	y
r	xx_r	zz1
=	=	fo
-.04	-.04	mc
)	)	y
.	.	y
<p>	<p>	y
A	a	at1_zz1
possible	possible	jj
threat	threat	nn1
to	to	ii
the	the	at
validity	validity	nn1
of	of	io
these	these	dd2
two	two	mc
studies	study	nn2
is	be	vbz
the	the	at
confounding	confounding	jj@_nn1@
problem	problem	nn1
in	in	ii
the	the	at
analysis	analysis	nn1
of	of	io
reliability	reliability	nn1
of	of	io
difference	difference	nn1
scores	score	nn2
.	.	y
This	this	dd1
is	be	vbz
the	the	at
paradox	paradox	nn1
for	for	if
the	the	at
measurement	measurement	nn1
of	of	io
change	change	nn1
(	(	y
Murphy	murphy	np1
&;	&;	x
Davidshofer	davidshofer	np1
,	,	y
1994	1994	mc
;	;	y
Overall	overall	rr_jj_nn1
&;	&;	x
Woodward	woodward	np1
,	,	y
1975	1975	mc
)	)	y
.	.	y
The	the	at
paradox	paradox	nn1
occurs	occur	vvz
when	when	rrq_cs
two	two	mc
variables	variable	nn2
are	be	vbr
highly	highly	rr
correlated	correlate	vvn_vvd
.	.	y
The	the	at
reliabilities	reliability	nn2
of	of	io
the	the	at
difference	difference	nn1
scores	score	nn2_vvz@
for	for	if
these	these	dd2
variables	variable	nn2
are	be	vbr
then	then	rt
always	always	rr
low	low	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
scores	score	nn2
are	be	vbr
assumed	assume	vvn
to	to	to
be	be	vbi
made	make	vvn
up	up	rp
of	of	io
true	true	jj
scores	score	nn2
and	and	cc
error	error	nn1
scores	score	nn2
.	.	y
If	if	cs
two	two	mc
scores	score	nn2
are	be	vbr
highly	highly	rr
correlated	correlate	vvn_vvd
,	,	y
then	then	rt
the	the	at
true	true	jj
scores	score	nn2
must	must	vm
overlap	overlap	vvi
considerably	considerably	rr
.	.	y
Therefore	therefore	rr
,	,	y
there	there	ex
will	will	vm
be	be	vbi
hardly	hardly	rr
any	any	dd
difference	difference	nn1
between	between	ii
the	the	at
true	true	jj
scores	score	nn2
,	,	y
and	and	cc
the	the	at
difference	difference	nn1
seen	see	vvn
will	will	vm
be	be	vbi
almost	almost	rr
entirely	entirely	rr
due	due	ii21
to	to	ii22
measurement	measurement	nn1
error	error	nn1
.	.	y
<p>	<p>	y
Independent	independent	nn1@_jj_np1@
of	of	io
this	this	dd1
possible	possible	jj
paradox	paradox	nn1
effect	effect	nn1
,	,	y
there	there	ex
were	be	vbdr
a	a	at1
number	number	nn1
of	of	io
minor	minor	jj
problems	problem	nn2
in	in	ii
these	these	dd2
previous	previous	jj
studies	study	nn2
that	that	cst_dd1
could	could	vm
be	be	vbi
corrected	correct	vvn
in	in	ii
future	future	jj_nn1
research	research	nn1
.	.	y
First	first	md
,	,	y
although	although	cs
supposedly	supposedly	rr
healthy	healthy	jj
controls	control	nn2
were	be	vbdr
used	use	vvn
in	in	ii
both	both	db2
studies	study	nn2
,	,	y
the	the	at
researchers	researcher	nn2
did	do	vdd
not	not	xx
take	take	vvi
into	into	ii
account	account	nn1_vv0
the	the	at
emotional	emotional	jj
condition	condition	nn1
of	of	io
the	the	at
participants	participant	nn2
,	,	y
as	as	csa
there	there	ex
was	be	vbdz
no	no	at
assessment	assessment	nn1
of	of	io
their	their	appge
emotional	emotional	jj
state	state	nn1
.	.	y
Second	second	md
,	,	y
the	the	at
Kindt	kindt	np1
et	et	ra21
al	al	ra22
.	.	y
(	(	y
1996	1996	mc
)	)	y
study	study	nn1_vv0@
retested	retest	vvd_jj@
participants	participant	nn2
3	3	mc
months	month	nnt2
after	after	ii_cs
the	the	at
initial	initial	jj_nn1
testing	testing	nn1
,	,	y
although	although	cs
Carmines	carmines	nn2
and	and	cc
Zeller	zeller	np1_nn1
(	(	y
1979	1979	mc
)	)	y
recommended	recommend	vvd
that	that	dd1_cst
retesting	retesting	nn1@_vvg
should	should	vm
be	be	vbi
conducted	conduct	vvn
no	no	at
later	later	jjr_rrr
than	than	csn
1	1	mc1
month	month	nnt1
after	after	ii_cs
the	the	at
initial	initial	jj_nn1
testing	testing	nn1
.	.	y
Another	another	dd1
potential	potential	jj_nn1
problem	problem	nn1
is	be	vbz
in	in	ii
the	the	at
selection	selection	nn1
of	of	io
the	the	at
emotion-laden	emotion-laden	nn1_jj
and	and	cc
non-laden	non-laden	jj_nn1
words	word	nn2
.	.	y
Hill	hill	np1_nn1
and	and	cc
Knowles	knowles	np1
(	(	y
1991	1991	mc
)	)	y
attributed	attribute	vvd
the	the	at
lack	lack	nn1
of	of	io
consistent	consistent	jj
findings	finding	nn2
to	to	ii
the	the	at
selection	selection	nn1
of	of	io
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
by	by	ii
Gotlib	gotlib	np1
and	and	cc
McCann	mccann	np1
(	(	y
1984	1984	mc
)	)	y
and	and	cc
Gotlib	gotlib	np1
and	and	cc
Cane	cane	nn1
(	(	y
1987	1987	mc
)	)	y
were	be	vbdr
the	the	at
best	best	jjt
types	type	nn2
of	of	io
words	word	nn2
to	to	to
produce	produce	vvi
an	a	at1
interference	interference	nn1
effect	effect	nn1
.	.	y
Neither	neither	dd1
of	of	io
the	the	at
two	two	mc
