##2000750		
When	when	rrq_cs
ancestors	ancestor	nn2
had	have	vhd
been	be	vbn
left	leave	vvn
back	back	rp
home	home	rl
.	.	y
Every	every	at1
Pacific	pacific	np1
striper	striper	nn1
is	be	vbz
descended	descend	vvn
from	from	ii
435	435	mc
yearling	yearling	nn1
fish	fish	nn
--	--	x
all	all	db
of	of	io
Hudson	hudson	np1
River	river	nnl1
stock	stock	nn1
--	--	x
seined	sein	vvd_vvn@
in	in	ii
1879	1879	mc
and	and	cc
1881	1881	mc
and	and	cc
taken	take	vvn
to	to	ii
California	california	np1
by	by	ii
rail-car	rail-car	nn1_jj
.	.	y
In	in	ii
a	a	at1
dismaying	dismaying	jj@_nn1@
irony	irony	nn1
,	,	y
California	california	np1
authorities	authority	nn2
wanted	want	vvd_vvn
those	those	dd2
bass	bass	jj
to	to	to
serve	serve	vvi
as	as	csa_ii@
replacements	replacement	nn2
for	for	if
the	the	at
salmon	salmon	nn
runs	run	vvz
that	that	cst
had	have	vhd
been	be	vbn
devastated	devastate	vvn
by	by	ii
hydraulic	hydraulic	jj
gold	gold	nn1_jj@
mining	mining	nn1_vvg
and	and	cc
overfishing	overfish	vvg_nn1@
.	.	y
Planted	plant	vvn
in	in	ii
the	the	at
lower	low	jjr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
on	on	ii
the	the	at
Pacific	pacific	np1
coast	coast	nn1
of	of	io
North	north	nd1
or	or	cc
South	south	nd1
America	america	np1
,	,	y
the	the	at
immigrant	immigrant	jj_nn1
stripers	striper	nn2
thrived	thrive	vvd
.	.	y
Unlike	unlike	ii@
the	the	at
striped	striped	jj
bass	bass	nn1
of	of	io
the	the	at
Atlantic	atlantic	np1
Coast	coast	nn1
,	,	y
in	in	ii
the	the	at
Pacific	pacific	np1
the	the	at
fish	fish	nn
did	do	vdd
not	not	xx
travel	travel	vvi
far	far	rr_jj
offshore	offshore	rl_jj
because	because	ii21
of	of	ii22
cold	cold	jj
water	water	nn1
temperatures	temperature	nn2
.	.	y
Consequently	consequently	rr
,	,	y
great	great	jj
fishing	fishing	nn1
was	be	vbdz
literally	literally	rr
on	on	ii
the	the	at
front	front	jj_nn1
doorsteps	doorstep	nn2
of	of	io
San	san	np1
Francisco	francisco	np1
and	and	cc
other	other	jj
bayside	bayside	nn1
communities	community	nn2
.	.	y
By	by	ii
1899	1899	mc
the	the	at
commercial	commercial	jj
catch	catch	nn1
alone	alone	rr
totaled	total	vvd
1,234,000	1,234,000	mc
pounds	pound	nn2
.	.	y
Perhaps	perhaps	rr
because	because	ii21
of	of	ii22
their	their	appge
experience	experience	nn1
with	with	iw
salmon	salmon	nn
,	,	y
recreational	recreational	jj
anglers	angler	nn2
quickly	quickly	rr
began	begin	vvd
to	to	to
demand	demand	vvi
some	some	dd
"	"	y
management	management	nn1
"	"	y
of	of	io
the	the	at
fishery	fishery	nn1
.	.	y
In	in	ii
1935	1935	mc
,	,	y
the	the	at
California	california	np1
legislature	legislature	nn1
responded	respond	vvn
by	by	ii
limiting	limit	vvg_jj
commercial	commercial	jj
fishing	fishing	nn1
.	.	y
Among	among	ii
those	those	dd2
affected	affect	vvn
was	be	vbdz
Guieseppi	guieseppi	np1_jj
DiMaggio	dimaggio	np1_nn1@
,	,	y
who	who	pnqs
operated	operate	vvd@
out	out	ii21
of	of	ii22
Fisherman	fisherman	nn1
's	's	ge
Wharf	wharf	nn1
in	in	ii
San	san	np1
Francisco	francisco	np1
.	.	y
"	"	y
My	my	appge
father	father	nn1
used	use	vmk
to	to	to
fish	fish	vvi
for	for	if
striped	striped	jj
bass	bass	nn1_jj
with	with	iw
gill	gill	nn1
nets	net	nn2
,	,	y
"	"	y
recalls	recall	vvz
his	his	appge
son	son	nn1
,	,	y
Joe	joe	np1
.	.	y
"	"	y
Then	then	rt
the	the	at
sport	sport	nn1
fishermen	fisherman	nn2
came	come	vvd
along	along	rp
and	and	cc
took	take	vvd
it	it	pph1
striped	striped	jj
bass	bass	nn1_jj
netting	net	vvg@_nn1
up	up	rp
with	with	iw
fish	fish	nn
and	and	cc
game	game	nn1
.	.	y
But	but	ccb
what	what	ddq
the	the	at
hell	hell	nn1
did	do	vdd
I	i	ppis1
know	know	vvi
then	then	rt
?	?	y
I	i	ppis1
was	be	vbdz
a	a	at1
snot-nosed	snot-nosed	jj_nn1
kid	kid	nn1
playing	play	vvg
baseball	baseball	nn1
.	.	y
"	"	y
As	as	csa_ii@
Joe	joe	np1
DiMaggio	dimaggio	np1
continued	continue	vvd
on	on	ii
the	the	at
path	path	nn1
that	that	cst_dd1
would	would	vm
lead	lead	vvi
him	him	ppho1
into	into	ii
the	the	at
baseball	baseball	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
to	to	to
thrive	thrive	vvi
.	.	y
"	"	y
Few	few	da2
people	people	nn
fished	fish	vvn_vvd
for	for	if
anything	anything	pn1
else	else	rr
,	,	y
"	"	y
recalls	recall	vvz
outdoor	outdoor	jj
writer	writer	nn1
Larry	larry	np1
Green	green	np1@_jj_nn1@
.	.	y
"	"	y
Striped	striped	jj
bass	bass	nn1
were	be	vbdr
considered	consider	vvn
the	the	at
only	only	jj
gamefish	gamefish	nn1
.	.	y
"	"	y
Between	between	ii
1950	1950	mc
and	and	cc
1978	1978	mc
,	,	y
when	when	cs_rrq
he	he	pphs1
stopped	stop	vvd
logging	log	vvg
his	his	appge
catch	catch	nn1
,	,	y
Harry	harry	np1
Bode	bode	np1
of	of	io
Pacifica	pacifica	np1
,	,	y
California	california	np1
,	,	y
caught	catch	vvn_vvd
and	and	cc
released	release	vvn_vvd@
10,000	10,000	mc
stripers	striper	nn2
that	that	cst
weighed	weigh	vvd
25	25	mc
pounds	pound	nn2
or	or	cc
more	more	rrr_dar
,	,	y
most	most	dat
of	of	io
them	them	ppho2
in	in	ii
the	the	at
surf	surf	nn1
outside	outside	ii
the	the	at
Golden	golden	jj
Gate	gate	nn1
.	.	y
But	but	ccb
this	this	dd1
fishery	fishery	nn1
was	be	vbdz
even	even	rr
then	then	rt
beginning	begin	vvg
to	to	to
be	be	vbi
devastated	devastate	vvn
by	by	ii
diversions	diversion	nn2
of	of	io
fresh	fresh	jj
water	water	nn1
,	,	y
principally	principally	rr
for	for	if
irrigation	irrigation	nn1
in	in	ii
the	the	at
Central	central	jj
Valley	valley	nn1
.	.	y
From	from	ii
the	the	at
research	research	nn1
done	do	vdn
by	by	ii
hydrologist	hydrologist	nn1
Michael	michael	np1
Rozengurt	rozengurt	np1
,	,	y
we	we	ppis2
now	now	rt
know	know	vv0
that	that	cst
no	no	at
more	more	dar
than	than	csn
25	25	mc
to	to	ii
30	30	mc
percent	percent	nnu
of	of	io
the	the	at
annual	annual	jj
freshwater	freshwater	jj
flow	flow	nn1
can	can	vm
be	be	vbi
diverted	divert	vvn
from	from	ii
an	a	at1
estuary	estuary	nn1
without	without	iw
causing	cause	vvg
disastrous	disastrous	jj
consequences	consequence	nn2
.	.	y
In	in	ii
the	the	at
second	second	md
half	half	nn1
of	of	io
this	this	dd1
century	century	nnt1
,	,	y
diversions	diversion	nn2
from	from	ii
the	the	at
Bay/Delta	bay/delta	nn1
system	system	nn1
have	have	vh0
amounted	amount	vvn
to	to	ii
as	as	rg
much	much	da1
as	as	csa
60	60	mc
percent	percent	nnu
of	of	io
the	the	at
freshwater	freshwater	jj
flow	flow	nn1
.	.	y
Major	major	jj_np1
diversion	diversion	nn1
began	begin	vvd
in	in	ii
1952	1952	mc
when	when	rrq
the	the	at
United	united	np1
States	state	np1
Bureau	bureau	nn1
of	of	io
Reclamation	reclamation	nn1
began	begin	vvd
pumping	pump	vvg
at	at	ii
Tracy	tracy	np1
,	,	y
California	california	np1
,	,	y
and	and	cc
sending	send	vvg
fresh	fresh	jj
water	water	nn1
south	south	nd1
through	through	ii
the	the	at
Delta-Mendota	delta-mendota	np1
Canal	canal	nn1
.	.	y
A	a	at1
decade	decade	nnt1
and	and	cc
a	a	at1
half	half	rr@_nn1@_db
later	later	rrr_jjr
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
in	in	ii
the	the	at
delta	delta	nn1
at	at	ii
Clifton	clifton	np1
Court	court	nn1
Forebay	forebay	nn1_np1
,	,	y
sending	send	vvg
still	still	rr
more	more	dar
water	water	nn1
south	south	nd1
.	.	y
The	the	at
combined	combined	jj
suction	suction	nn1
of	of	io
the	the	at
two	two	mc
pumping	pumping	nn1
stations	station	nn2
proved	prove	vvd_vvn
strong	strong	jj_rr%
enough	enough	rr
to	to	to
reverse	reverse	vvi
flows	flow	nn2
in	in	ii
the	the	at
delta	delta	nn1
and	and	cc
turn	turn	vvi
the	the	at
ebb	ebb	nn1
tide	tide	nn1
into	into	ii
a	a	at1
flood	flood	nn1
tide	tide	nn1
.	.	y
The	the	at
massive	massive	jj
disruption	disruption	nn1
confused	confused	jj_vvn
fish	fish	nn
attempting	attempt	vvg
to	to	to
move	move	vvi
upstream	upstream	rl_jj
to	to	to
spawn	spawn	vvi
and	and	cc
,	,	y
more	more	rgr
directly	directly	rr
,	,	y
annually	annually	rr
killed	kill	vvn_jj
or	or	cc
entrained	entrain	vvn_vvd
(	(	y
sucked	suck	vvn_vvd
in	in	rp@_ii
)	)	y
an	a	at1
estimated	estimated	jj@
200	200	mc
million	million	m
young	young	jj
fish	fish	nn
.	.	y
In	in	ii
the	the	at
early	early	jj
1960s	1960s	mc2
,	,	y
the	the	at
Bay/Delta	bay/delta	nn1
striper	striper	nn1
population	population	nn1
was	be	vbdz
estimated	estimate	vvn
at	at	ii
2-1/2	2-1/2	mcmc
to	to	ii
3	3	mc
million	million	m
mature	mature	jj
fish	fish	nn
,	,	y
and	and	cc
from	from	ii
1959	1959	mc
to	to	ii
1976	1976	mc
the	the	at
average	average	jj_nn1
young-of-the-year	young-of-the-year	jj_nnt1
index	index	nn1
was	be	vbdz
66.6	66.6	mc
.	.	y
Since	since	ii
1977	1977	mc
,	,	y
however	however	rr
,	,	y
the	the	at
index	index	nn1
has	have	vhz
averaged	average	vvn
18.9	18.9	mc
--	--	x
it	it	pph1
sank	sink	vvd
to	to	ii
5	5	mc
during	during	ii
the	the	at
drought	drought	nn1
years	year	nnt2
in	in	ii
the	the	at
late	late	jj
1980s	1980s	mc2
and	and	cc
early	early	jj_rr
'	'	ge
90s	90s	mc2
.	.	y
As	as	ii21
of	of	ii22
1992	1992	mc
,	,	y
the	the	at
number	number	nn1
of	of	io
adult	adult	nn1_jj@
stripers	striper	nn2
was	be	vbdz
down	down	rp
to	to	ii
an	a	at1
estimated	estimated	jj@
624,000	624,000	mc
individuals	individual	nn2
.	.	y
That	that	dd1
year	year	nnt1
,	,	y
Rep.	rep	nnb
George	george	np1
Miller	miller	np1
,	,	y
D-CA	d-ca	np1
,	,	y
along	along	ii21
with	with	ii22
Sen.	sen	nnb
Bill	bill	np1
Bradley	bradley	np1
,	,	y
D-NJ	d-nj	np1
,	,	y
joined	join	vvd_vvn
to	to	to
get	get	vvi
the	the	at
U.S.	us	np1
Congress	congress	nn1
to	to	to
pass	pass	vvi
the	the	at
Central	central	jj
Valley	valley	nn1
Improvement	improvement	nn1
Act	act	nn1
.	.	y
Among	among	ii
other	other	jj
purposes	purpose	nn2
,	,	y
the	the	at
bill	bill	nn1
called	call	vvn
for	for	if
restoration	restoration	nn1
of	of	io
freshwater	freshwater	jj
flow	flow	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
in	in	ii
the	the	at
Bay/Delta	bay/delta	nn1
system	system	nn1
.	.	y
From	from	ii
both	both	db2
the	the	at
Atlantic	atlantic	np1
and	and	cc
the	the	at
Pacific	pacific	np1
we	we	ppis2
have	have	vh0
proof	proof	nn1
that	that	cst
the	the	at
striped	striped	jj
bass	bass	nn1
is	be	vbz
a	a	at1
highly	highly	rr
adaptable	adaptable	jj
species	species	nn
,	,	y
possibly	possibly	rr
(	(	y
and	and	cc
fortunately	fortunately	rr
)	)	y
the	the	at
most	most	rgt
adaptable	adaptable	jj
on	on	ii
earth	earth	nn1
.	.	y
In	in	ii
the	the	at
face	face	nn1
of	of	io
the	the	at
fiercest	fierce	jjt
assaults	assault	nn2
,	,	y
the	the	at
striper	striper	nn1
has	have	vhz
managed	manage	vvn
to	to	to
survive	survive	vvi
.	.	y
For	for	if
that	that	dd1@
we	we	ppis2
must	must	vm
be	be	vbi
thankful	thankful	jj
,	,	y
but	but	ccb
we	we	ppis2
must	must	vm
also	also	rr
recognize	recognize	vvi
that	that	cst
there	there	ex
are	be	vbr
lessons	lesson	nn2
to	to	to
be	be	vbi
learned	learn	vvn
from	from	ii
the	the	at
close	close	nn1@_jj
calls	call	vvz_nn2
the	the	at
species	species	nn
has	have	vhz
suffered	suffer	vvn
.	.	y
Although	although	cs
the	the	at
specifics	specific	nn2
can	can	vm
vary	vary	vvi
,	,	y
three	three	mc
points	point	nn2_vvz
regarding	regarding	ii_vvg
fisheries	fishery	nn2
management	management	nn1
come	come	vv0_vvn@
through	through	rp@
with	with	iw
stunning	stunning	jj
clarity	clarity	nn1
regarding	regarding	ii_vvg
mankind	mankind	nn1
's	's	ge
experience	experience	nn1
in	in	ii
trying	try	vvg
to	to	to
"	"	y
manage	manage	vvi
"	"	y
striped	striped	jj
bass	bass	nn1
:	:	y
*	*	fu
Decisions	decision	nn2
must	must	vm
be	be	vbi
made	make	vvn
based	base	vvn
on	on	ii
good	good	jj
science	science	nn1
.	.	y
Bad	bad	jj
science	science	nn1
--	--	x
or	or	cc
"	"	y
rigged	rig	vvd_vvn
"	"	y
science	science	nn1
--	--	x
makes	make	vvz
it	it	pph1
almost	almost	rr
certain	certain	jj
that	that	cst_dd1
bad	bad	jj
decisions	decision	nn2
will	will	vm
follow	follow	vvi
.	.	y
*	*	fu
Spawning	spawning	nn1
and	and	cc
nursery	nursery	nn1
grounds	ground	nn2
must	must	vm
receive	receive	vvi
habitat	habitat	nn1
protection	protection	nn1
.	.	y
The	the	at
Atlantic	atlantic	np1
Striped	striped	jj
Bass	bass	jj_nn1
Conservation	conservation	nn
Act	act	nn1
noted	note	vvd_vvn
that	that	dd1_cst
habitat	habitat	nn1
loss	loss	nn1
contributed	contribute	vvn_vvd
to	to	ii
the	the	at
fish	fish	nn
's	's	ge
decline	decline	nn1
,	,	y
but	but	ccb
did	do	vdd
not	not	xx
require	require	vvi
protection	protection	nn1
.	.	y
This	this	dd1
is	be	vbz
a	a	at1
crucial	crucial	jj
subject	subject	nn1
,	,	y
but	but	ccb
it	it	pph1
remains	remain	vvz
virtually	virtually	rr
unstudied	unstudied	jj
.	.	y
We	we	ppis2
condemn	condemn	vv0
our	our	appge
efforts	effort	nn2
to	to	ii
a	a	at1
continued	continued	jj
"	"	y
crisis	crisis	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
species	species	nn
in	in	ii
its	its	z'
most	most	rgt
vulnerable	vulnerable	jj
stages	stage	nn2
of	of	io
life	life	nn1
.	.	y
*	*	fu
Once	once	rr
a	a	at1
management	management	nn1
plan	plan	nn1
is	be	vbz
created	create	vvn
,	,	y
it	it	pph1
must	must	vm
be	be	vbi
enforced	enforce	vvn_jj
and	and	cc
maintained	maintain	vvn
.	.	y
Compromises	compromise	nn2
between	between	ii
economic	economic	jj
and	and	cc
recreational	recreational	jj
interests	interest	nn2
are	be	vbr
required	require	vvn
in	in	ii
fisheries	fishery	nn2
management	management	nn1
.	.	y
Once	once	rr_cs@
those	those	dd2
compromises	compromise	nn2
are	be	vbr
met	meet	vvn
,	,	y
teeth	tooth	nn2
must	must	vm
be	be	vbi
put	put	vvn
into	into	ii
our	our	appge
conservation	conservation	nn
efforts	effort	nn2
.	.	y
We	we	ppis2
must	must	vm
formulate	formulate	vvi
long-term	long-term	jj
programs	program	nn2
and	and	cc
stop	stop	vvi
relying	rely	vvg
on	on	ii
last-minute	last-minute	jj
legislation	legislation	nn1
(	(	y
and	and	cc
grandstanding	grandstand	vvg_nn1@_jj@
)	)	y
to	to	to
save	save	vvi
the	the	at
day	day	nnt1
.	.	y
If	if	cs
not	not	xx
,	,	y
it	it	pph1
is	be	vbz
a	a	at1
certainty	certainty	nn1
that	that	cst
one	one	mc1
day	day	nnt1
we	we	ppis2
will	will	vm
be	be	vbi
too	too	rg
late	late	jj
.	.	y
H.G.	h.g	fo
Wells	well	np1
,	,	y
who	who	pnqs
was	be	vbdz
an	a	at1
historian	historian	nn1
as	as	ii31
well	well	ii32
as	as	ii33
an	a	at1
astoundingly	astoundingly	rr
accurate	accurate	jj
science-fiction	science-fiction	jj_nn1
prophet	prophet	nn1
,	,	y
once	once	rr
wrote	write	vvd
,	,	y
"	"	y
...	...	...
history	history	nn1
becomes	become	vvz
more	more	dar_rrr_rgr
and	and	cc
more	more	rrr
a	a	at1
race	race	nn1
between	between	ii
education	education	nn1
and	and	cc
catastrophe	catastrophe	nn1
.	.	y
"	"	y
That	that	dd1
race	race	nn1
is	be	vbz
clearly	clearly	rr
being	be	vbg
run	run	vvn
in	in	ii
the	the	at
oceans	ocean	nn2
of	of	io
this	this	dd1
planet	planet	nn1
for	for	if
the	the	at
striped	striped	jj
bass	bass	nn1
.	.	y
Bluefish	bluefish	np1@_nn1
Current	current	jj
Status	status	nn1
:	:	y
Fair	fair	jj
Probable	probable	jj
Prospects	prospect	nn2
:	:	y
Poor	poor	jj
Comment	comment	nn1
:	:	y
Thought	think	vvn_nn1_vvd
to	to	to
be	be	vbi
cyclical	cyclical	jj
in	in	ii
abundance	abundance	nn1
.	.	y
Currently	currently	rr
over-exploited	over-exploit	vvn_jj_vvd
and	and	cc
in	in	ii
decline	decline	nn1
.	.	y
Commercial	commercial	jj_nn1@
and	and	cc
recreational	recreational	jj
size	size	nn1
and	and	cc
bag	bag	nn1
limits	limit	nn2
are	be	vbr
starting	start	vvg
to	to	to
be	be	vbi
imposed	impose	vvn
in	in	ii
some	some	dd
states	state	nn2
,	,	y
while	while	cs
other	other	jj
jursidictions	jursidictions	nn2
are	be	vbr
actually	actually	rr
debating	debate	vvg
increased	increased	jj
commercial	commercial	jj
development	development	nn1
of	of	io
this	this	dd1
fishery	fishery	nn1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Comment	comment	nn1
:	:	y
Over-exploited	over-exploited	jj_vvn_vvd
.	.	y
Fish	fish	nn
went	go	vvd
into	into	ii
sharp	sharp	jj
decline	decline	nn1
in	in	ii
1981	1981	mc
,	,	y
then	then	rt_jj%
stocks	stock	nn2
leveled	level	vvd_vvn@
before	before	ii
going	go	vvg
into	into	ii
further	far	jjr@_rrr
decline	decline	nn1_vv0
in	in	ii
1989	1989	mc
.	.	y
One	one	mc1
suspected	suspected	jj
cause	cause	nn1
is	be	vbz
shrimp	shrimp	nn1
trawls	trawl	nn2_vvz
,	,	y
particularly	particularly	rr
on	on	ii
juvenile	juvenile	jj
fish	fish	nn
...	...	...
excluder	excluder	nn1
devices	device	nn2
are	be	vbr
not	not	xx
required	require	vvn
in	in	ii
North	north	nd1
Carolina	carolina	np1
.	.	y
Redfish	redfish	np1@_nn1
Current	current	jj
Status	status	nn1
:	:	y
Fair	fair	jj
Probable	probable	jj
Prospects	prospect	nn2
:	:	y
Fair	fair	jj
Comment	comment	nn1
:	:	y
Recovering	recover	vvg
victim	victim	nn1
of	of	io
a	a	at1
food	food	nn1
fad	fad	nn1
--	--	x
Chef	chef	nn1
Paul	paul	np1
Prudhomme	prudhomme	np1
created	create	vvd
a	a	at1
craze	craze	nn1
for	for	if
"	"	y
blackened	blackened	jj
redfish	redfish	nn1
"	"	y
in	in	ii
the	the	at
1980s	1980s	mc2
,	,	y
which	which	ddq
saw	see	vvd
commercial	commercial	jj
fisherman	fisherman	nn1
using	use	vvg
spotter	spotter	nn1
planes	plane	nn2
to	to	to
locate	locate	vvi
schools	school	nn2
of	of	io
fish	fish	nn
.	.	y
Quckly	quckly	rr
enacted	enact	vvn_vvd
regulations	regulation	nn2
halted	halt	vvd_vvn
overfishing	overfish	vvg_jj@
and	and	cc
the	the	at
species	species	nn
is	be	vbz
recovering	recover	vvg
,	,	y
at	at	rr21
least	least	rr22
in	in	ii
the	the	at
Gulf	gulf	nn1
of	of	io
Mexico	mexico	np1
.	.	y
Atlantic	atlantic	np1
Salmon	salmon	nn_np1@
Current	current	jj
Status	status	nn1
:	:	y
Poor	poor	jj
Probable	probable	jj
Prospects	prospect	nn2
:	:	y
Poor	poor	jj
Comment	comment	nn1
:	:	y
Stocks	stock	nn2
have	have	vh0
plummeted	plummet	vvn
over	over	ii_rp
the	the	at
past	past	jj
20	20	mc
years	year	nnt2
;	;	y
changes	change	nn2
in	in	ii
sea	sea	nn1
temps	temp	nn2
.	.	y
may	may	vm
have	have	vhi
limited	limit	vvn
the	the	at
salmon	salmon	nn
's	's	ge_vbz
North	north	nd1
Atlantic	atlantic	np1
range	range	nn1
.	.	y
Maine	maine	np1
has	have	vhz
spent	spend	vvn
more	more	rrr_dar
than	than	csn
$100	$100	nnu
million	million	m
since	since	ii
1947	1947	mc
to	to	to
restore	restore	vvi
its	its	z'
fishery	fishery	nn1
,	,	y
but	but	ccb
from	from	ii
1984	1984	mc
to	to	ii
1994	1994	mc
,	,	y
the	the	at
number	number	nn1
of	of	io
salmon	salmon	nn
returning	return	vvg
to	to	ii
Maine	maine	np1
rivers	river	nn2
dropped	drop	vvn_vvd
from	from	ii
5,000	5,000	mc
to	to	ii
1,500	1,500	mc
.	.	y
Chinook	chinook	vv0
Current	current	jj
Status	status	nn1
:	:	y
Poor	poor	jj
Probable	probable	jj
Prospects	prospect	nn2
:	:	y
Poor-Fair	poor-fair	jj
Comment	comment	nn1
:	:	y
Has	have	vhz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
the	the	at
drawing	drawing	nn1_vvg
down	down	rp_nn1%
of	of	io
fivers	fiver	nn2
and	and	cc
river	river	nn1
flows	flow	vvz_nn2
for	for	if
irrigation	irrigation	nn1
.	.	y
In	in	ii
1994	1994	mc
,	,	y
total	total	jj_nn1
and	and	cc
selective	selective	jj
bans	ban	nn2
were	be	vbdr
instituted	institute	vvn
in	in	ii
a	a	at1
desperate	desperate	jj
effort	effort	nn1
to	to	to
stave	stave	vvi
off	off	ii_rp
annihilation	annihilation	nn1
of	of	io
several	several	da2
species	species	nn
of	of	io
Pacific	pacific	np1
salmon	salmon	nn
,	,	y
including	including	ii_vvg@
Chinook	chinook	np1_nn1
in	in	ii
the	the	at
Pacific	pacific	np1
Northwest	northwest	nd1
.	.	y
Steelhead	steelhead	np1@_nn1
Current	current	jj
Status	status	nn1
:	:	y
Poor	poor	jj
Probable	probable	jj
Prospects	prospect	nn2
:	:	y
Poor-Fair	poor-fair	jj
Comment	comment	nn1
:	:	y
Many	many	da2
of	of	io
the	the	at
comments	comment	nn2
regarding	regarding	ii
Pacific	pacific	np1
salmon	salmon	nn
apply	apply	vv0
to	to	to
fish	fish	vvi
with	with	iw
a	a	at1
similar	similar	jj
lifestyle	lifestyle	nn1
.	.	y
In	in	ii
1991	1991	mc
,	,	y
scientist	scientist	nn1
Willa	willa	np1
Nehlsen	nehlsen	np1
reported	report	vvd
that	that	cst_dd1
,	,	y
"	"	y
at	at	rr21
least	least	rr22
106	106	mc
major	major	jj
popularions	popularions	nn2
of	of	io
salmon	salmon	nn
and	and	cc
steelhead	steelhead	nn1
have	have	vh0
been	be	vbn
wiped	wipe	vvn
out	out	rp
