##4001150		
ABSTRACT	abstract	jj_nn1@_vv0@
believed	believe	vvd
influenced	influence	vvn_vvd@
their	their	appge
ratings	rating	nn2
,	,	y
they	they	pphs2
relied	rely	vvd
on	on	ii
the	the	at
most	most	rgt
available	available	jj
information	information	nn1
in	in	ii
memory	memory	nn1
(	(	y
i.e.	ie	rex
,	,	y
use	use	nn1
of	of	io
the	the	at
availability	availability	nn1
heuristic	heuristic	jj
)	)	y
.	.	y
<p>	<p>	y
Perhaps	perhaps	rr
the	the	at
most	most	rgt
interesting	interesting	jj
result	result	nn1
of	of	io
our	our	appge
analyses	analysis	nn2
of	of	io
the	the	at
statistical	statistical	jj
weightings	weighting	nn2
was	be	vbdz
that	that	cst
the	the	at
item	item	nn1
that	that	cst
stated	state	vvd
"	"	y
The	the	at
course	course	nn1
significantly	significantly	rr
increased	increase	vvd_vvn
my	my	appge
knowledge	knowledge	nn1
or	or	cc
competence	competence	nn1
in	in	ii
the	the	at
subject	subject	nn1
"	"	y
was	be	vbdz
the	the	at
most	most	rgt
influential	influential	jj
(	(	y
highest	high	jjt
mean	mean	jj_nn1@
)	)	y
in	in	ii
the	the	at
assessment	assessment	nn1
of	of	io
teaching	teaching	nn1_vvg
quality	quality	nn1
.	.	y
Unfortunately	unfortunately	rr
,	,	y
however	however	rr
,	,	y
the	the	at
subjects	subject	nn2
(	(	y
subjectively	subjectively	rr
)	)	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
This	this	dd1
finding	finding	nn1
is	be	vbz
indeed	indeed	rr
encouraging	encouraging	jj_vvg@
;	;	y
Evidently	evidently	rr
these	these	dd2
subjects	subject	nn2
did	do	vdd
feel	feel	vvi
(	(	y
at	at	rr21
least	least	rr22
as	as	csa
expressed	express	vvn
through	through	ii
their	their	appge
judgments	judgment	nn2
)	)	y
that	that	cst
the	the	at
amount	amount	nn1
learned	learn	vvn_vvd
in	in	ii_rp@
a	a	at1
course	course	nn1
was	be	vbdz
a	a	at1
crucial	crucial	jj
variable	variable	nn1_jj
to	to	to
consider	consider	vvi
when	when	rrq_cs
they	they	pphs2
evaluated	evaluate	vvd
teaching	teach	vvg_nn1
effectiveness	effectiveness	nn1
.	.	y
The	the	at
challenge	challenge	nn1
is	be	vbz
to	to	to
make	make	vvi
students	student	nn2
realize	realize	vvi
this	this	dd1
fact	fact	nn1
at	at	ii
the	the	at
subjective	subjective	jj
or	or	cc
conscious	conscious	jj
level	level	nn1
.	.	y
<p>	<p>	y
Limitations	limitation	nn2
of	of	io
the	the	at
Current	current	jj
Research	research	nn1
<p>	<p>	y
Because	because	ii21
of	of	ii22
the	the	at
artificial	artificial	jj
nature	nature	nn1
of	of	io
the	the	at
task	task	nn1
in	in	ii
the	the	at
present	present	jj_nn1
study	study	nn1
,	,	y
sometimes	sometimes	rt
referred	refer	vvn_vvd
to	to	ii
as	as	ii
a	a	at1
"	"	y
paper	paper	nn1
people	people	nn
"	"	y
paradigm	paradigm	nn1
,	,	y
we	we	ppis2
are	be	vbr
constrained	constrain	vvn
in	in	ii
generalizing	generalize	vvg
the	the	at
findings	finding	nn2
.	.	y
But	but	ccb
as	as	csa
Gorman	gorman	np1_nn1
,	,	y
Clover	clover	nn1
,	,	y
and	and	cc
Doherty	doherty	np1_nn1
(	(	y
1978	1978	mc
)	)	y
noted	note	vvd_vvn
,	,	y
the	the	at
use	use	nn1
of	of	io
a	a	at1
policy-capturing	policy-capturing	jj_nn1
strategy	strategy	nn1
allows	allow	vvz
for	for	if
(	(	y
a	a	zz1
)	)	y
a	a	at1
high	high	jj
degree	degree	nn1
of	of	io
control	control	nn1
and	and	cc
(	(	y
b	b	zz1
)	)	y
manipulation	manipulation	nn1
of	of	io
factors	factor	nn2
that	that	cst
are	be	vbr
difficult	difficult	jj
to	to	to
otherwise	otherwise	rr
regulate	regulate	vvi
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
the	the	at
paper	paper	nn1
people	people	nn
approach	approach	nn1
allows	allow	vvz
for	for	if
the	the	at
presentation	presentation	nn1
of	of	io
identical	identical	jj
,	,	y
standardized	standardized	jj_vvd
stimulus	stimulus	nn1
materials	material	nn2
across	across	ii
subjects	subject	nn2
.	.	y
Thus	thus	rr
,	,	y
although	although	cs
the	the	at
policy-capturing	policy-capturing	jj_nn1
approach	approach	nn1
lacks	lack	vvz
a	a	at1
degree	degree	nn1
of	of	io
representativeness	representativeness	nn1
,	,	y
it	it	pph1
provides	provide	vvz
a	a	at1
great	great	jj
deal	deal	nn1
of	of	io
control	control	nn1
in	in	ii
the	the	at
research	research	nn1
environment	environment	nn1
.	.	y
In	in	ii
fact	fact	nn1
,	,	y
Ullman	ullman	np1_nn1
and	and	cc
Doherty	doherty	np1_nn1
(	(	y
1984	1984	mc
)	)	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
setting	setting	nn1
should	should	vm
be	be	vbi
more	more	rgr
reliable	reliable	jj
and	and	cc
predictable	predictable	jj
than	than	csn
in	in	ii
the	the	at
real	real	jj
world	world	nn1
.	.	y
<p>	<p>	y
Future	future	jj_nn1
Directions	direction	nn2
<p>	<p>	y
The	the	at
current	current	jj
research	research	nn1
was	be	vbdz
an	a	at1
initial	initial	jj_nn1
attempt	attempt	nn1
to	to	to
examine	examine	vvi
the	the	at
judgment	judgment	nn1
processes	process	nn2
of	of	io
students	student	nn2
who	who	pnqs
are	be	vbr
asked	ask	vvn@
to	to	to
evaluate	evaluate	vvi
courses	course	nn2
or	or	cc
instructors	instructor	nn2
.	.	y
Future	future	jj_nn1
studies	study	nn2
should	should	vm
relate	relate	vvi
individual	individual	jj
students	student	nn2
'	'	ge
performances	performance	nn2
on	on	ii
a	a	at1
policy-capturing	policy-capturing	jj_nn1
task	task	nn1
with	with	iw
evaluations	evaluation	nn2
of	of	io
an	a	at1
actual	actual	jj
course	course	nn1
.	.	y
The	the	at
crucial	crucial	jj
question	question	nn1
for	for	if
researchers	researcher	nn2
is	be	vbz
whether	whether	csw
accuracy	accuracy	nn1
in	in	ii
assessing	assess	vvg
one	one	pn1_mc1
's	's	ge
own	own	da
judgments	judgment	nn2
is	be	vbz
related	relate	vvn
to	to	ii
accuracy	accuracy	nn1
or	or	cc
validity	validity	nn1
in	in	ii
the	the	at
actual	actual	jj
judgment	judgment	nn1
of	of	io
teaching	teaching	nn1_vvg
effectiveness	effectiveness	nn1
.	.	y
Research	research	vv0@_nn1
that	that	cst_dd1
uses	use	vvz
the	the	at
same	same	da
methodology	methodology	nn1
should	should	vm
also	also	rr
be	be	vbi
undertaken	undertake	vvn
with	with	iw
different	different	jj
samples	sample	nn2
of	of	io
students	student	nn2
and	and	cc
different	different	jj
evaluation	evaluation	nn1
items	item	nn2
to	to	to
replicate	replicate	vvi
the	the	at
current	current	jj
findings	finding	nn2
.	.	y
An	a	at1
interesting	interesting	jj
extension	extension	nn1
of	of	io
the	the	at
current	current	jj
research	research	nn1
would	would	vm
be	be	vbi
an	a	at1
assessment	assessment	nn1
of	of	io
faculty	faculty	nn1
judgment	judgment	nn1
policies	policy	nn2
of	of	io
evaluation	evaluation	nn1
forms	form	nn2_vvz
.	.	y
A	a	at1
comparison	comparison	nn1
of	of	io
student	student	nn1
and	and	cc
faculty	faculty	nn1
judgment	judgment	nn1
policies	policy	nn2
at	at	ii
the	the	at
same	same	da
institution	institution	nn1
might	might	vm
be	be	vbi
an	a	at1
enlightening	enlightening	nn1@_jj@
and	and	cc
informative	informative	jj
venture	venture	nn1
.	.	y
<p>	<p>	y
TABLE	table	nn1
1	1	mc1
<p>	<p>	y
Mean	mean	jj_vv0
Percentages	percentage	nn2
,	,	y
Standard	standard	jj_nn1
Deviations	deviation	nn2
,	,	y
and	and	cc
t-Test	t-test	jj_nn1
Results	result	nn2
for	for	if
Statistical	statistical	jj
and	and	cc
Subjective	subjective	jj
Weightings	weighting	nn2
PREFORMATTED	preformatted	zz
TABLE	table	nn1
<p>	<p>	y
APPENDIX	appendix	nn1
<p>	<p>	y
Sample	sample	nn1_vv0@
Evaluation	evaluation	nn1
Profile	profile	nn1
<p>	<p>	y
IF	if	cs
A	a	zz1_at1@
PROFESSOR	professor	nn1
RECEIVED	receive	vvd_vvn
THE	the	at
FOLLOWING	following	jj
COURSE	course	nn1
EVALUATION	evaluation	nn1
FROM	from	ii
A	a	at1@_zz1
STUDENT	student	nn1
...	...	...
PREFORMATTED	preformatted	zz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
PROFESSOR	professor	nn1
AS	as	ii_csa
A	a	at1@_zz1
TEACHER	teacher	nn1
?	?	y
PREFORMATTED	preformatted	zz
TABLE	table	nn1
<p>	<p>	y
<p>	<p>	y
##4001154		
ABSTRACT	abstract	jj_nn1@_vv0@
.	.	y
To	to	to
test	test	vvi
Herzberg	herzberg	np1
's	's	ge
(	(	y
1966,1987	1966,1987	mc
;	;	y
Herzberg	herzberg	np1
,	,	y
Mausner	mausner	np1_nn1
,	,	y
&;	&;	x
Snyderman	snyderman	np1_nn1
,	,	y
1959	1959	mc
)	)	y
motivator-hygiene	motivator-hygiene	jj_nn1
theory	theory	nn1
,	,	y
I	i	ppis1
examined	examine	vvd
the	the	at
relationship	relationship	nn1
between	between	ii
work	work	nn1
values	value	nn2
and	and	cc
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
Educators	educator	nn2_np1@
(	(	y
N	xx_n	zz1
=	=	fo
386	386	mc
)	)	y
from	from	ii
18	18	mc
Canadian	canadian	jj
secondary	secondary	jj_nn1
schools	school	nn2
were	be	vbdr
asked	ask	vvn@
to	to	to
report	report	vvi
the	the	at
degree	degree	nn1
to	to	ii
which	which	ddq
they	they	pphs2
experienced	experience	vvd
16	16	mc
work	work	nn1_vv0
values	value	nn2
and	and	cc
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
Factor	factor	nn1
analysis	analysis	nn1
suggested	suggest	vvd_vvn
five	five	mc
sets	set	nn2
of	of	io
work	work	nn1
values	value	nn2_vvz@
:	:	y
intrinsic	intrinsic	jj
work-related	work-related	nn1_jj
,	,	y
intrinsic	intrinsic	jj
work-outcome	work-outcome	nn1_jj
,	,	y
extrinsic	extrinsic	jj
job-related	job-related	nn1_jj
,	,	y
extrinsic	extrinsic	jj
job-outcome	job-outcome	nn1_jj
,	,	y
and	and	cc
extrinsic	extrinsic	jj
people-related	people-related	nn1
.	.	y
Regression	regression	nn1
analyses	analysis	nn2
identified	identify	vvn_vvd@
the	the	at
best	best	jjt
predictors	predictor	nn2
for	for	if
each	each	dd1
of	of	io
the	the	at
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
The	the	at
results	result	nn2
support	support	vv0_nn1
and	and	cc
extend	extend	vv0
Herzberg	herzberg	np1
's	's	ge
theory	theory	nn1
.	.	y
In	in	ii31
addition	addition	ii32
to	to	ii33
those	those	dd2
identified	identify	vvn
by	by	ii
Herzberg	herzberg	np1
,	,	y
other	other	jj
factors	factor	nn2
contributed	contribute	vvd_vvn
portions	portion	nn2
of	of	io
variance	variance	nn1
to	to	ii
the	the	at
five	five	mc
dimensions	dimension	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
<p>	<p>	y
WORK	work	vv0_nn1
VALUES	value	nn2
denote	denote	vv0
the	the	at
degree	degree	nn1
of	of	io
worth	worth	nn1@
,	,	y
importance	importance	nn1
,	,	y
and	and	cc
desirability	desirability	nn1
of	of	io
what	what	ddq
happens	happen	vvz
at	at	ii
work	work	nn1
(	(	y
Knoop	knoop	np1_vv0_nn1
,	,	y
1991	1991	mc
)	)	y
;	;	y
job	job	nn1
satisfaction	satisfaction	nn1
indicates	indicate	vvz
an	a	at1
individual	individual	nn1
's	's	ge
general	general	jj_nn1
attitude	attitude	nn1
toward	toward	ii
the	the	at
job	job	nn1
(	(	y
Brooke	brooke	np1
,	,	y
Russell	russell	np1
,	,	y
&;	&;	x
Price	price	np1_nn1
,	,	y
1988	1988	mc
)	)	y
.	.	y
Valuation	valuation	nn1
is	be	vbz
a	a	at1
qualitative	qualitative	jj
act	act	nn1
,	,	y
an	a	at1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
.	.	y
Satisfaction	satisfaction	nn1
refers	refer	vvz
more	more	rrr_dar
to	to	ii
gratification	gratification	nn1
of	of	io
needs	need	nn2
and	and	cc
wants	want	vvz
.	.	y
An	a	at1
individual	individual	nn1
's	's	ge
judgment	judgment	nn1
of	of	io
what	what	ddq
takes	take	vvz
place	place	nn1
at	at	ii
work	work	nn1
would	would	vm
be	be	vbi
expected	expect	vvn
to	to	to
influence	influence	vvi
his	his	appge
or	or	cc
her	her	appge
satisfaction	satisfaction	nn1
with	with	iw
the	the	at
job	job	nn1
.	.	y
<p>	<p>	y
The	the	at
seemingly	seemingly	rr
different	different	jj
yet	yet	rr
theoretically	theoretically	rr
connected	connected	jj_vvn
conceptions	conception	nn2
of	of	io
work	work	nn1
values	value	nn2
and	and	cc
job	job	nn1
satisfaction	satisfaction	nn1
are	be	vbr
reflected	reflect	vvn
in	in	ii
process	process	nn1
and	and	cc
content	content	jj_nn1
theories	theory	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
(	(	y
Locke	locke	np1
,	,	y
1976	1976	mc
)	)	y
.	.	y
Process	process	vv0_nn1
theories	theory	nn2
are	be	vbr
attempts	attempt	nn2
to	to	to
specify	specify	vvi
values	value	nn2
considered	consider	vvn_vvd
causally	causally	rr
relevant	relevant	jj
to	to	ii
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
Content	content	jj_nn1
theories	theory	nn2
are	be	vbr
focused	focus	vvn
on	on	ii
identifying	identify	vvg_jj@
values	value	nn2
conducive	conducive	jj
to	to	to_ii
,	,	y
but	but	ccb
not	not	xx
necessarily	necessarily	rr
causal	causal	jj
to	to	to_ii
,	,	y
job	job	nn1
satisfaction	satisfaction	nn1
.	.	y
<p>	<p>	y
Herzberg	herzberg	np1
(	(	y
1966,1987	1966,1987	mc
;	;	y
Herzberg	herzberg	np1
et	et	ra21
al	al	ra22
.	.	y
1959	1959	mc
)	)	y
,	,	y
in	in	ii
his	his	appge
well-known	well-known	jj
,	,	y
much	much	rr
criticized	criticize	vvn_vvd
,	,	y
yet	yet	rr
still	still	rr
very	very	rg
relevant	relevant	jj
motivator-hygiene	motivator-hygiene	jj_nn1
theory	theory	nn1
,	,	y
proposed	propose	vvd_vvn
several	several	da2
characteristics	characteristic	nn2
consistently	consistently	rr
related	relate	vvn_vvd
to	to	ii
job	job	nn1
satisfaction	satisfaction	nn1
and	and	cc
dissatisfaction	dissatisfaction	nn1
.	.	y
Intrinsic	intrinsic	jj
factors	factor	nn2
--	--	x
achievement	achievement	nn1
,	,	y
recognition	recognition	nn1
,	,	y
work	work	vv0
itself	itself	ppx1
,	,	y
and	and	cc
responsibility	responsibility	nn1
--	--	x
were	be	vbdr
recurrently	recurrently	rr
mentioned	mention	vvn
by	by	ii
respondents	respondent	nn2
as	as	csa_ii@
sources	source	nn2
of	of	io
satisfaction	satisfaction	nn1
.	.	y
Extrinsic	extrinsic	jj
factors	factor	nn2
--	--	x
company	company	nn1
policy	policy	nn1
,	,	y
supervision	supervision	nn1
,	,	y
salary	salary	nn1
,	,	y
relationship	relationship	nn1
with	with	iw
peers	peer	nn2
,	,	y
status	status	nn1
,	,	y
and	and	cc
security	security	nn1
--	--	x
were	be	vbdr
frequently	frequently	rr
named	name	vvn_vvd
as	as	csa_ii@
causes	cause	nn2_vvz
of	of	io
job	job	nn1
dissatisfaction	dissatisfaction	nn1
.	.	y
Herzberg	herzberg	np1
concluded	conclude	vvd
that	that	dd1_cst
job	job	nn1
satisfaction	satisfaction	nn1
and	and	cc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
promote	promote	vv0
growth	growth	nn1
needs	need	nn2_vvz
;	;	y
dissatisfaction	dissatisfaction	nn1
depends	depend	vvz
on	on	ii
hygiene	hygiene	nn1
factors	factor	nn2_vvz%
that	that	cst
serve	serve	vv0
lower-order	lower-order	jj_nn1
needs	need	nn2
.	.	y
<p>	<p>	y
Herzberg	herzberg	np1
's	's	ge
theory	theory	nn1
has	have	vhz
been	be	vbn
criticized	criticize	vvn
for	for	if
purporting	purport	vvg
to	to	to
explain	explain	vvi
job	job	nn1
satisfaction	satisfaction	nn1
,	,	y
rather	rather	cs21
than	than	cs22
work	work	vvi
motivation	motivation	nn1
,	,	y
without	without	iw
really	really	rr
measuring	measure	vvg_jj@
job	job	nn1
satisfaction	satisfaction	nn1
(	(	y
Caston	caston	np1
&;	&;	x
Braito	braito	np1
,	,	y
1985	1985	mc
)	)	y
.	.	y
The	the	at
present	present	jj_nn1
research	research	nn1
tests	test	vvz@_nn2
Herzberg	herzberg	np1
's	's	ge
theory	theory	nn1
by	by	ii
measuring	measure	vvg_jj@
work	work	nn1
values	value	nn2
and	and	cc
job	job	nn1
satisfaction	satisfaction	nn1
separately	separately	rr
and	and	cc
examining	examine	vvg
them	them	ppho2
concurrently	concurrently	rr
.	.	y
Two	two	mc
questions	question	nn2
were	be	vbdr
asked	ask	vvn@
:	:	y
(	(	y
a	a	zz1
)	)	y
How	how	rrq_rgq@
separate	separate	jj_vv0
are	be	vbr
work	work	nn1_vv0
values	value	nn2
and	and	cc
job	job	nn1
satisfaction	satisfaction	nn1
?	?	y
(	(	y
b	b	zz1
)	)	y
Which	which	ddq
set	set	nn1_vvd_vv0
of	of	io
values	value	nn2
best	best	rrt
predicts	predict	vvz
different	different	jj
aspects	aspect	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
?	?	y
Method	method	nn1
<p>	<p>	y
Subjects	subject	nn2
<p>	<p>	y
The	the	at
subjects	subject	nn2
were	be	vbdr
386	386	mc
volunteers	volunteer	nn2
from	from	ii
secondary	secondary	jj_nn1
schools	school	nn2
:	:	y
teachers	teacher	nn2
(	(	y
N	xx_n	zz1
=	=	fo
245	245	mc
)	)	y
,	,	y
department	department	nn1
heads	head	nn2
(	(	y
N	xx_n	zz1
=	=	fo
100	100	mc
)	)	y
,	,	y
and	and	cc
principals	principal	nn2
(	(	y
N	xx_n	zz1
=	=	fo
41	41	mc
)	)	y
from	from	ii
five	five	mc
school	school	nn1
boards	board	nn2_vvz@
in	in	ii
a	a	at1
large	large	jj
metropolitan	metropolitan	jj
area	area	nn1
of	of	io
Canada	canada	np1
.	.	y
Most	most	dat
of	of	io
the	the	at
subjects	subject	nn2
were	be	vbdr
married	married	jj
(	(	y
278	278	mc
;	;	y
72%	72%	nnu
)	)	y
and	and	cc
held	hold	vvd_vvn
a	a	at1
bachelor	bachelor	nn1
's	's	ge
degree	degree	nn1
(	(	y
264	264	mc
;	;	y
68%	68%	nnu
)	)	y
.	.	y
More	more	dar
than	than	csn
half	half	db
were	be	vbdr
women	woman	nn2
(	(	y
197	197	mc
;	;	y
51%	51%	nnu
)	)	y
.	.	y
The	the	at
average	average	jj_nn1
age	age	nn1
was	be	vbdz
43	43	mc
years	year	nnt2
;	;	y
the	the	at
average	average	jj_nn1
tenure	tenure	nn1
was	be	vbdz
12	12	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
Hatfield	hatfield	np1
,	,	y
Robinson	robinson	np1
,	,	y
and	and	cc
Huseman	huseman	np1_nn1
's	's	ge
(	(	y
198	198	mc
'	'	ge
5	5	mc
)	)	y
Job	job	nn1
Perception-Scale	perception-scale	nn1@_jj
.	.	y
The	the	at
20-item	20-item	jj_nn1
measure	measure	nn1
,	,	y
modeled	model	vvd_vvn@
after	after	ii_cs
Smith	smith	np1
,	,	y
Kendall	kendall	np1
,	,	y
and	and	cc
Hulin	hulin	np1
's	's	ge
(	(	y
1969	1969	mc
)	)	y
Job	job	nn1
Descriptive	descriptive	jj
Index	index	nn1
,	,	y
was	be	vbdz
used	use	vvn
to	to	to
assess	assess	vvi
five	five	mc
facets	facet	nn2
of	of	io
job	job	nn1
satisfaction	satisfaction	nn1
:	:	y
work	work	vv0
itself	itself	ppx1
,	,	y
pay	pay	vv0_nn1
,	,	y
opportunities	opportunity	nn2
for	for	if
promotion	promotion	nn1
,	,	y
supervision	supervision	nn1
,	,	y
and	and	cc
coworkers	co-worker	nn2
.	.	y
The	the	at
16	16	mc
work	work	nn1_vv0
values	value	nn2
were	be	vbdr
derived	derive	vvn
from	from	ii
Elizur	elizur	np1
's	's	ge
(	(	y
1984	1984	mc
)	)	y
research	research	nn1_vv0@
.	.	y
The	the	at
respondents	respondent	nn2
were	be	vbdr
asked	ask	vvn@
to	to	ii
what	what	ddq
degree	degree	nn1
they	they	pphs2
currently	currently	rr
experienced	experience	vvn_vvd
each	each	dd1
of	of	io
these	these	dd2
values	value	nn2
in	in	ii
their	their	appge
job	job	nn1
.	.	y
A	a	at1_zz1
5-point	5-point	jj_nn1
scale	scale	nn1
was	be	vbdz
used	used	jj
to	to	ii
measure	measure	nn1
both	both	db2_rr
sets	set	nn2_vvz
of	of	io
responses	response	nn2
.	.	y
<p>	<p>	y
The	the	at
questionnaires	questionnaire	nn2
were	be	vbdr
distributed	distribute	vvn
by	by	ii
part-time	part-time	jj
graduate	graduate	nn1
students	student	nn2
to	to	ii
principals	principal	nn2
,	,	y
department	department	nn1
heads	head	nn2
,	,	y
and	and	cc
teachers	teacher	nn2
in	in	ii
18	18	mc
schools	school	nn2
.	.	y
Most	most	dat
of	of	io
the	the	at
administrators	administrator	nn2
(	(	y
92%	92%	nnu
)	)	y
,	,	y
a	a	at1
majority	majority	nn1
of	of	io
the	the	at
department	department	nn1
heads	head	nn2
(	(	y
64%	64%	nnu
)	)	y
,	,	y
and	and	cc
nearly	nearly	rr
half	half	db
the	the	at
teachers	teacher	nn2
(	(	y
46%	46%	nnu
)	)	y
who	who	pnqs
received	receive	vvd
questionnaires	questionnaire	nn2
completed	complete	vvd_vvn
them	them	ppho2
.	.	y
Results	result	nn2
<p>	<p>	y
Factor	factor	nn1
Analyses	analysis	nn2_vvz
<p>	<p>	y
To	to	to
examine	examine	vvi
whether	whether	csw
the	the	at
reported	reported	jj@
job	job	nn1
satisfaction	satisfaction	nn1
dimensions	dimension	nn2
were	be	vbdr
distinct	distinct	jj
from	from	ii
the	the	at
work	work	nn1
values	value	nn2
,	,	y
I	i	ppis1
performed	perform	vvd
two	two	mc
factor	factor	nn1
analyses	analysis	nn2_vvz
.	.	y
In	in	ii
the	the	at
first	first	md
method	method	nn1
,	,	y
which	which	ddq
Cranton	cranton	np1
and	and	cc
Smith	smith	np1
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
as	as	csa_ii@
units	unit	nn2
of	of	io
analysis	analysis	nn1
.	.	y
In	in	ii
the	the	at
second	second	md
method	method	nn1
,	,	y
called	call	vvn_vvd@
idiosyncratic	idiosyncratic	jj
,	,	y
I	i	ppis1
used	use	vvd
deviations	deviation	nn2
from	from	ii
the	the	at
means	mean	nn
as	as	ii_csa
the	the	at
unit	unit	nn1
of	of	io
analysis	analysis	nn1
.	.	y
The	the	at
first	first	md
method	method	nn1
relies	rely	vvz
on	on	ii
overall	overall	jj_nn1
averages	average	nn2
,	,	y
whereas	whereas	cs
the	the	at
second	second	md
method	method	nn1
takes	take	vvz
into	into	ii
account	account	nn1
individual	individual	jj_nn1
differences	difference	nn2
in	in	ii
the	the	at
scores	score	nn2
.	.	y
Both	both	db2
methods	method	nn2
led	lead	vvn_vvd
to	to	ii
similar	similar	jj
factor	factor	nn1
structures	structure	nn2
but	but	ccb
explained	explain	vvd_vvn
different	different	jj
amounts	amount	nn2
of	of	io
variance	variance	nn1
.	.	y
In	in	ii
each	each	dd1
case	case	nn1
,	,	y
the	the	at
21	21	mc
variables	variable	nn2
emerged	emerge	vvd_vvn@
into	into	ii
five	five	mc
fairly	fairly	rr
distinct	distinct	jj
factors	factor	nn2
.	.	y
However	however	rr
,	,	y
the	the	at
variance	variance	nn1
for	for	if
the	the	at
normative	normative	jj
method	method	nn1
was	be	vbdz
34%	34%	nnu
,	,	y
whereas	whereas	cs
the	the	at
variance	variance	nn1
for	for	if
the	the	at
idiosyncratic	idiosyncratic	jj
method	method	nn1
was	be	vbdz
59%	59%	nnu
.	.	y
<p>	<p>	y
Two	two	mc
factors	factor	nn2
contained	contain	vvd_vvn
intrinsic	intrinsic	jj
values	value	nn2
toward	toward	ii
work	work	nn1
(	(	y
see	see	vv0
Table	table	nn1
1	1	mc1
)	)	y
.	.	y
The	the	at
first	first	md
factor	factor	nn1
included	include	vvd_vvn
seven	seven	mc
work	work	nn1_vv0
values	value	nn2
and	and	cc
one	one	mc1
satisfaction	satisfaction	nn1
dimension	dimension	nn1
:	:	y
exercising	exercise	vvg
responsibility	responsibility	nn1
,	,	y
achievement	achievement	nn1
through	through	ii
work	work	nn1
,	,	y
influence	influence	vv0_nn1
over	over	rp_ii
one	one	pn1_mc1
's	's	ge
work	work	nn1
,	,	y
doing	do	vdg
meaningful	meaningful	jj
work	work	nn1
,	,	y
being	be	vbg
able	able	jk
to	to	to
use	use	vvi
one	one	pn1
's	's	ge
abilities	ability	nn2
and	and	cc
knowledge	knowledge	nn1
,	,	y
independence	independence	nn1
in	in	ii
doing	do	vdg
one	one	pn1
's	's	ge
work	work	nn1
,	,	y
contributing	contribute	vvg
to	to	ii
society	society	nn1
,	,	y
and	and	cc
job	job	nn1
satisfaction	satisfaction	nn1
with	with	iw
the	the	at
work	work	nn1
itself	itself	ppx1
.	.	y
This	this	dd1
factor	factor	nn1
is	be	vbz
called	call	vvn
Intrinsic	intrinsic	jj
Work-Related	work-related	jj_nn1
Values	value	nn2
because	because	cs
the	the	at
variables	variable	nn2
seem	seem	vv0
to	to	to
stem	stem	vvi
from	from	ii
the	the	at
content	content	nn1_jj
and	and	cc
worth	worth	nn1@
of	of	io
the	the	at
work	work	nn1
itself	itself	ppx1
.	.	y
<p>	<p>	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
job	job	nn1
status	status	nn1
,	,	y
recognition	recognition	nn1
,	,	y
influence	influence	vv0_nn1
in	in	ii
the	the	at
organization	organization	nn1
,	,	y
and	and	cc
pride	pride	nn1_vv0@
in	in	ii
working	work	vvg
in	in	ii
the	the	at
organization	organization	nn1
.	.	y
These	these	dd2
values	value	nn2
together	together	rl
are	be	vbr
called	call	vvn
Intrinsic	intrinsic	jj
Work-Outcome	work-outcome	np1
Values	value	nn2_vvz@
because	because	cs
they	they	pphs2
seem	seem	vv0
to	to	to
be	be	vbi
manifestations	manifestation	nn2
resulting	result	vvg
from	from	ii
work	work	nn1
.	.	y
<p>	<p>	y
Two	two	mc
other	other	jj
reported	reported	jj@
factors	factor	nn2
consisted	consist	vvn_vvd
of	of	io
extrinsic	extrinsic	jj
values	value	nn2
directed	direct	vvn_vvd
toward	toward	ii
the	the	at
job	job	nn1
,	,	y
not	not	xx
the	the	at
work	work	nn1
.	.	y
The	the	at
third	third	md
factor	factor	nn1
contained	contain	vvd_vvn
two	two	mc
values	value	nn2
and	and	cc
one	one	mc1
job	job	nn1
satisfaction	satisfaction	nn1
dimension	dimension	nn1
:	:	y
benefits	benefit	nn2
,	,	y
job	job	nn1
security	security	nn1
,	,	y
and	and	cc
satisfaction	satisfaction	nn1
with	with	iw
pay	pay	nn1
.	.	y
This	this	dd1
factor	factor	nn1
was	be	vbdz
therefore	therefore	rr
called	call	vvn
