##4001166		
ABSTRACT	abstract	jj_nn1@_vv0@
styles	style	nn2
were	be	vbdr
assessed	assess	vvn
via	via	ii
two	two	mc
instruments	instrument	nn2
previously	previously	rr
used	use	vvn
by	by	ii
Mikulincer	mikulincer	np1
et	et	ra21
al	al	ra22
.	.	y
(	(	y
1990	1990	mc
)	)	y
.	.	y
First	first	md
,	,	y
participants	participant	nn2
read	read	vv0_vvd
the	the	at
three	three	mc
Hazan	hazan	jj_np1_nn1
and	and	cc
Shaver	shaver	vv0_nn1_np1
descriptions	description	nn2
of	of	io
feelings	feeling	nn2
and	and	cc
cognitions	cognition	nn2
regarding	regarding	ii_vvg
attachment	attachment	nn1
styles	style	nn2
and	and	cc
endorsed	endorse	vvd
the	the	at
description	description	nn1
that	that	rg%_cst
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
15	15	mc
statements	statement	nn2
(	(	y
five	five	mc
items	item	nn2
per	per	ii
attachment	attachment	nn1
style	style	nn1
)	)	y
,	,	y
constructed	construct	vvn
by	by	ii
decomposing	decomposing	jj_vvg
Hazan	hazan	nn1_jj_np1
and	and	cc
Shaver	shaver	np1_nn1
's	's	ge
descriptions	description	nn2
(	(	y
for	for	if
more	more	dar
details	detail	nn2
,	,	y
see	see	vv0
Mikulincer	mikulincer	np1_nn1
et	et	ra21
al.	al	ra22
,	,	y
1990	1990	mc
)	)	y
.	.	y
Cronbach	cronbach	np1
alphas	alpha	nn2
for	for	if
the	the	at
three	three	mc
attachment	attachment	nn1
factors	factor	nn2
were	be	vbdr
acceptable	acceptable	jj
(	(	y
from	from	ii
.75	.75	mc
to	to	ii
.84	.84	mc
)	)	y
.	.	y
On	on	ii
that	that	dd1
basis	basis	nn1
,	,	y
we	we	ppis2
averaged	average	vvd
items	item	nn2
corresponding	correspond	vvg
to	to	ii
each	each	dd1
factor	factor	nn1
,	,	y
compared	compare	vvd_vvn
those	those	dd2
scores	score	nn2
,	,	y
and	and	cc
assigned	assign	vvn_vvd@
each	each	dd1
participant	participant	nn1
to	to	ii
the	the	at
attachment	attachment	nn1
style	style	nn1
that	that	cst
had	have	vhd
the	the	at
maximal	maximal	jj
value	value	nn1
of	of	io
the	the	at
three	three	mc
alternatives	alternative	nn2
.	.	y
<p>	<p>	y
Only	only	rr
five	five	mc
mismatches	mismatch	nn2
resulted	result	vvn_vvd
from	from	ii
comparing	compare	vvg
the	the	at
results	result	nn2
of	of	io
the	the	at
two	two	mc
techniques	technique	nn2
.	.	y
No	no	xx
clear	clear	jj
pattern	pattern	nn1
was	be	vbdz
detected	detect	vvn
in	in	ii
these	these	dd2
failures	failure	nn2
to	to	to
coincide	coincide	vvi
.	.	y
To	to	to
avoid	avoid	vvi
classification	classification	nn1
ambiguities	ambiguity	nn2
,	,	y
we	we	ppis2
decided	decide	vvd
to	to	to
drop	drop	vvi
those	those	dd2
cases	case	nn2
from	from	ii
the	the	at
analyses	analysis	nn2
.	.	y
Frequencies	frequency	nn2
of	of	io
attachment	attachment	nn1
styles	style	nn2_vvz@
in	in	ii
the	the	at
current	current	jj
sample	sample	nn1
were	be	vbdr
similar	similar	jj
to	to	ii
those	those	dd2
in	in	ii
previous	previous	jj
studies	study	nn2
with	with	iw
American	american	jj
and	and	cc
Israeli	israeli	jj_nn1
samples	sample	nn2
(	(	y
Hazan	hazan	np1
&;	&;	x
Shaver	shaver	np1_nn1
,	,	y
1987	1987	mc
;	;	y
Mikulincer	mikulincer	np1
et	et	ra21
al.	al	ra22
,	,	y
1990	1990	mc
)	)	y
.	.	y
Fifty-nine	fifty-nine	mc
percent	percent	nnu
of	of	io
the	the	at
participants	participant	nn2
(	(	y
n	xx_n	zz1
=	=	fo
86	86	mc
)	)	y
were	be	vbdr
classified	classify	vvn
as	as	csa_rg@_ii@
secure	secure	jj
,	,	y
30%	30%	nnu
as	as	ii@_csa
avoidant	avoidant	nn1_jj
(	(	y
n	xx_n	zz1
=	=	fo
43	43	mc
)	)	y
,	,	y
and	and	cc
11%	11%	nnu
as	as	ii@_csa
ambivalent	ambivalent	jj
(	(	y
n	xx_n	zz1
=	=	fo
16	16	mc
)	)	y
.	.	y
<p>	<p>	y
Social	social	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
study	study	nn1
.	.	y
The	the	at
Perceived	perceived	jj@
Available	available	jj
Instrumental	instrumental	jj
and	and	cc
Emotional	emotional	jj
Support	support	nn1
Scale	scale	nn1
(	(	y
PAIESS	paiess	np1
)	)	y
tapped	tap	vvd
the	the	at
extent	extent	nn1
to	to	ii
which	which	ddq
five	five	mc
figures	figure	nn2
(	(	y
mother	mother	nn1
,	,	y
father	father	nn1
,	,	y
same-sex	same-sex	jj_nn1
friend	friend	nn1
,	,	y
opposite-sex	opposite-sex	jj_nn1
friend	friend	nn1
,	,	y
and	and	cc
romantic	romantic	jj
partner	partner	nn1
)	)	y
were	be	vbdr
perceived	perceive	vvn
as	as	csa_ii@
providing	provide	vvg
instrumental	instrumental	jj
and	and	cc
emotional	emotional	jj
support	support	nn1
.	.	y
The	the	at
Seeking	seeking	nn1@
of	of	io
Instrumental	instrumental	jj
and	and	cc
Emotional	emotional	jj
Support	support	nn1
Scale	scale	nn1
(	(	y
SIESS	siess	np1
)	)	y
tapped	tap	vvd
the	the	at
extent	extent	nn1
to	to	ii
which	which	ddq
the	the	at
respondent	respondent	nn1
looked	look	vvn_vvd
for	for	if
instrumental	instrumental	jj
and	and	cc
emotional	emotional	jj
support	support	nn1
from	from	ii
those	those	dd2
figures	figure	nn2
during	during	ii
difficult	difficult	jj
times	time	nnt2
.	.	y
<p>	<p>	y
The	the	at
PAIESS	paiess	nn1_np1
,	,	y
a	a	at1
14-item	14-item	nn1_jj
,	,	y
self-report	self-report	jj_nn1
questionnaire	questionnaire	nn1
,	,	y
was	be	vbdz
constructed	construct	vvn
on	on	ii
the	the	at
basis	basis	nn1
of	of	io
items	item	nn2
selected	select	vvn
and	and	cc
translated	translate	vvn_vvd
into	into	ii
Hebrew	hebrew	nn1_jj
(	(	y
using	use	vvg
a	a	at1
back-translation	back-translation	jj_nn1
technique	technique	nn1
)	)	y
from	from	ii
the	the	at
Social	social	jj
Support	support	nn1
Questionnaire	questionnaire	nn1
(	(	y
Sarason	sarason	np1
,	,	y
Levine	levine	np1
,	,	y
Basham	basham	np1
,	,	y
&;	&;	x
Sarason	sarason	np1
,	,	y
1983	1983	mc
)	)	y
,	,	y
the	the	at
Social	social	jj
Support	support	nn1
Perception	perception	nn1
Scale	scale	nn1
(	(	y
Vaux	vaux	np1
,	,	y
1985	1985	mc
)	)	y
,	,	y
and	and	cc
the	the	at
Social	social	jj
Support	support	nn1
Behavior	behavior	nn1_np1
Scale	scale	nn1
(	(	y
Vaux	vaux	np1
et	et	ra21
al.	al	ra22
,	,	y
1987	1987	mc
)	)	y
.	.	y
The	the	at
PAIESS	paiess	np1_nn1
included	include	vvd
seven	seven	mc
items	item	nn2
tapping	tap	vvg
instrumental	instrumental	jj
support	support	nn1
(	(	y
e.g.	eg	rex
,	,	y
"	"	y
My	my	appge
father	father	nn1
is	be	vbz
ready	ready	jj
to	to	to
assist	assist	vvi
me	me	ppio1
financially	financially	rr
when	when	cs_rrq
I	i	ppis1
need	need	vv0
it	it	pph1
"	"	y
)	)	y
and	and	cc
seven	seven	mc
items	item	nn2
tapping	tap	vvg
emotional	emotional	jj
support	support	nn1
(	(	y
e.g.	eg	rex
,	,	y
"	"	y
My	my	appge
father	father	nn1
is	be	vbz
ready	ready	jj
to	to	to
listen	listen	vvi
to	to	ii
my	my	appge
innermost	innermost	jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
to	to	ii
which	which	ddq
a	a	at1
particular	particular	jj
person	person	nn1
provided	provided	cs_vvn_vvd
support	support	nn1_vv0
on	on	ii
a	a	at1
6-point	6-point	jj_nn1
scale	scale	nn1
ranging	range	vvg
from	from	ii
1	1	mc1
,	,	y
not	not	xx
at	at	rr21
all	all	rr22
,	,	y
to	to	ii
6	6	mc
,	,	y
very	very	rg
much	much	da1_rr
.	.	y
They	they	pphs2
completed	complete	vvd
five	five	mc
versions	version	nn2
of	of	io
the	the	at
PAIESS	paiess	nn1_np1
,	,	y
each	each	dd1
for	for	if
a	a	at1
different	different	jj
figure	figure	nn1
.	.	y
The	the	at
order	order	nn1
of	of	io
the	the	at
versions	version	nn2
was	be	vbdz
randomized	randomize	vvn@
across	across	ii
participants	participant	nn2
.	.	y
<p>	<p>	y
Factor	factor	nn1
analyses	analyse	vvz_nn2
with	with	iw
varimax	varimax	nn1
rotation	rotation	nn1
conducted	conduct	vvd_vvn
separately	separately	rr
for	for	if
each	each	dd1
PAIESS	paiess	nn1
version	version	nn1
yielded	yield	vvd_vvn
two	two	mc
main	main	jj
factors	factor	nn2
(	(	y
eigenvalue	eigenvalue	vv0_nn1
>	&gt;	fo
1	1	mc1
)	)	y
,	,	y
which	which	ddq
explained	explain	vvd
65%	65%	nnu
to	to	ii
73%	73%	nnu
of	of	io
the	the	at
variance	variance	nn1
.	.	y
The	the	at
first	first	md
factor	factor	nn1
(	(	y
between	between	ii
42%	42%	nnu
and	and	cc
51%	51%	nnu
of	of	io
explained	explained	jj%
variance	variance	nn1
)	)	y
included	include	vvd
the	the	at
seven	seven	mc
instrumental	instrumental	jj
support	support	nn1
items	item	nn2
(	(	y
loading	load	vvg_nn1
>	&gt;	fo
.40	.40	mc
)	)	y
.	.	y
The	the	at
second	second	md
factor	factor	nn1
(	(	y
between	between	ii
13%	13%	nnu
and	and	cc
22%	22%	nnu
of	of	io
the	the	at
variance	variance	nn1
)	)	y
included	include	vvd
the	the	at
seven	seven	mc
emotional	emotional	jj
support	support	nn1
items	item	nn2
.	.	y
Cronbach	cronbach	np1
's	's	ge
alpha	alpha	nn1
coefficients	coefficient	nn2
were	be	vbdr
appropriate	appropriate	jj
(	(	y
between	between	ii
.83	.83	mc
and	and	cc
.89	.89	mc
for	for	if
instrumental	instrumental	jj
support	support	nn1
items	item	nn2
and	and	cc
between	between	ii
.79	.79	mc
and	and	cc
.92	.92	mc
for	for	if
emotional	emotional	jj
support	support	nn1
items	item	nn2
)	)	y
.	.	y
On	on	ii
that	that	dd1
basis	basis	nn1
,	,	y
we	we	ppis2
computed	compute	vvd
two	two	mc
scores	score	nn2
of	of	io
perceived	perceived	jj@
instrumental	instrumental	jj
support	support	nn1
and	and	cc
perceived	perceive	vvd_vvn_jj@
emotional	emotional	jj
support	support	nn1
for	for	if
each	each	dd1
figure	figure	nn1
by	by	ii
averaging	average	vvg
the	the	at
items	item	nn2
loading	load	vvg
high	high	jj_rr@
on	on	ii
each	each	dd1
factor	factor	nn1
.	.	y
Higher	high	jjr
score	score	nn1
reflected	reflect	vvd_vvn
more	more	rgr_rrr
perceived	perceived	jj@_vvn_vvd
support	support	nn1
.	.	y
<p>	<p>	y
The	the	at
SIESS	siess	nn1_np1
,	,	y
a	a	at1
10-item	10-item	nn1_jj
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
items	item	nn2
selected	select	vvn
from	from	ii
the	the	at
Hebrew	hebrew	jj_nn1
version	version	nn1
of	of	io
the	the	at
Ways	way	nn2
of	of	io
Coping	cope	vvg
Checklist	checklist	nn1
(	(	y
Folkman	folkman	np1
&;	&;	x
Lazarus	lazarus	np1_nn1
,	,	y
1980	1980	mc
)	)	y
.	.	y
The	the	at
SIESS	siess	np1_nn1
included	include	vvd
five	five	mc
items	item	nn2
tapping	tap	vvg
instrumental	instrumental	jj
support	support	nn1
(	(	y
e.g.	eg	rex
,	,	y
"	"	y
I	i	ppis1
ask	ask	vv0
for	for	if
advice	advice	nn1
from	from	ii
my	my	appge
father	father	nn1
about	about	ii
solving	solve	vvg
the	the	at
problem	problem	nn1
"	"	y
)	)	y
and	and	cc
5	5	mc
items	item	nn2
tapping	tap	vvg
emotional	emotional	jj
support	support	nn1
(	(	y
e.g.	eg	rex
,	,	y
"	"	y
I	i	ppis1
seek	seek	vv0
sympathy	sympathy	nn1
and	and	cc
understanding	understand	vvg_nn1
from	from	ii
my	my	appge
father	father	nn1
"	"	y
)	)	y
.	.	y
Participants	participant	nn2
rated	rate	vvd_vvn
the	the	at
degree	degree	nn1
to	to	ii
which	which	ddq
they	they	pphs2
seek	seek	vv0
support	support	nn1_vv0
in	in	ii
difficult	difficult	jj
times	time	nnt2
from	from	ii
a	a	at1
particular	particular	jj
person	person	nn1
,	,	y
on	on	ii
a	a	at1
6-point	6-point	jj_nn1
scale	scale	nn1
ranging	range	vvg
from	from	ii
1	1	mc1
,	,	y
not	not	xx
at	at	rr21
all	all	rr22
,	,	y
to	to	ii
6	6	mc
,	,	y
very	very	rg
much	much	da1_rr
.	.	y
They	they	pphs2
completed	complete	vvd
five	five	mc
versions	version	nn2
of	of	io
the	the	at
SIESS	siess	nn1_np1
,	,	y
each	each	dd1
for	for	if
a	a	at1
different	different	jj
figure	figure	nn1
,	,	y
as	as	csa
mentioned	mention	vvn
earlier	early	rrr
.	.	y
The	the	at
order	order	nn1
of	of	io
the	the	at
versions	version	nn2
was	be	vbdz
randomized	randomize	vvn@
across	across	ii
participants	participant	nn2
.	.	y
<p>	<p>	y
Factor	factor	nn1
analyses	analyse	vvz_nn2
with	with	iw
varimax	varimax	nn1
rotation	rotation	nn1
conducted	conduct	vvd_vvn
separately	separately	rr
for	for	if
each	each	dd1
SIESS	siess	nn1
version	version	nn1
yielded	yield	vvd_vvn
two	two	mc
main	main	jj
factors	factor	nn2
that	that	cst
explained	explain	vvd
68%	68%	nnu
to	to	ii
78%	78%	nnu
of	of	io
the	the	at
variance	variance	nn1
.	.	y
The	the	at
first	first	md
factor	factor	nn1
explained	explain	vvd_vvn
57%	57%	nnu
and	and	cc
71%	71%	nnu
of	of	io
the	the	at
variance	variance	nn1
,	,	y
and	and	cc
it	it	pph1
was	be	vbdz
composed	compose	vvn
of	of	io
the	the	at
five	five	mc
instrumental	instrumental	jj
support	support	nn1
items	item	nn2
.	.	y
The	the	at
second	second	md
factor	factor	nn1
explained	explain	vvn_vvd
between	between	ii
7%	7%	nnu
and	and	cc
11%	11%	nnu
of	of	io
the	the	at
variance	variance	nn1
,	,	y
and	and	cc
it	it	pph1
was	be	vbdz
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
alpha	alpha	nn1
coefficients	coefficient	nn2
were	be	vbdr
appropriate	appropriate	jj
(	(	y
between	between	ii
.76	.76	mc
and	and	cc
.85	.85	mc
for	for	if
instrumental	instrumental	jj
support	support	nn1
items	item	nn2
and	and	cc
between	between	ii
.84	.84	mc
and	and	cc
.90	.90	mc
for	for	if
emotional	emotional	jj
support	support	nn1
items	item	nn2
)	)	y
.	.	y
On	on	ii
this	this	dd1
basis	basis	nn1
,	,	y
we	we	ppis2
computed	compute	vvd
two	two	mc
scores	score	nn2
for	for	if
the	the	at
search	search	nn1
for	for	if
instrumental	instrumental	jj
and	and	cc
emotional	emotional	jj
support	support	nn1
for	for	if
each	each	dd1
figure	figure	nn1
by	by	ii
averaging	average	vvg
the	the	at
items	item	nn2
loading	load	vvg
high	high	jj_rr@
on	on	ii
each	each	dd1
factor	factor	nn1
.	.	y
Higher	high	jjr
scores	score	nn2
reflected	reflect	vvd_vvn
a	a	at1
higher	high	jjr
tendency	tendency	nn1
to	to	to
seek	seek	vvi
support	support	nn1
.	.	y
Results	result	nn2
<p>	<p>	y
We	we	ppis2
analyzed	analyze	vvd
the	the	at
data	data	nn
by	by	ii
three-way	three-way	jj_nn1
analyses	analysis	nn2
of	of	io
variance	variance	nn1
(	(	y
ANOVAs	anova	np2_nn2
)	)	y
for	for	if
attachment	attachment	nn1
style	style	nn1
(	(	y
secure	secure	vv0_jj
,	,	y
avoidant	avoidant	nn1_jj
,	,	y
ambivalent	ambivalent	jj
)	)	y
,	,	y
component	component	nn1
of	of	io
support	support	nn1
(	(	y
instrumental	instrumental	jj
,	,	y
emotional	emotional	jj
)	)	y
,	,	y
and	and	cc
identity	identity	nn1
of	of	io
the	the	at
figure	figure	nn1
(	(	y
father	father	nn1
,	,	y
mother	mother	nn1
,	,	y
same-sex	same-sex	jj_nn1
friend	friend	nn1
,	,	y
opposite	opposite	jj
sex-friend	sex-friend	nn1_jj
,	,	y
and	and	cc
partner	partner	nn1
)	)	y
.	.	y
The	the	at
two	two	mc
last	last	md_vv0@
factors	factor	nn2
were	be	vbdr
treated	treat	vvn
as	as	csa_ii@
within-subject	within-subject	nn1
repeated	repeat	vvd_vvn
measures.	measures	nnu
1	1	mc1
<p>	<p>	y
The	the	at
three-way	three-way	jj_nn1
ANOVA	anova	nn1
on	on	ii
the	the	at
perception	perception	nn1
of	of	io
available	available	jj
support	support	nn1
yielded	yield	vvd_vvn
a	a	at1
significant	significant	jj
main	main	jj
effect	effect	nn1
for	for	if
attachment	attachment	nn1
style	style	nn1
,	,	y
F(2,142)	f(2,142)	fo
=	=	fo
9.27	9.27	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
Duncan	duncan	np1
post	post	jj21_rr21
hoc	hoc	jj22_rr22
tests	test	nn2
(	(	y
alpha	alpha	nn1
=	=	fo
.05	.05	mc
)	)	y
indicated	indicate	vvd
that	that	cst_dd1
secure	secure	jj_vv0
persons	person	nn2
perceived	perceive	vvd_vvn
more	more	rgr_dar
available	available	jj
support	support	nn1
(	(	y
M	m	zz1
=	=	fo
5.01	5.01	mc
)	)	y
than	than	csn
avoidant	avoidant	nn1_jj
(	(	y
M	m	zz1
=	=	fo
4.57	4.57	mc
)	)	y
and	and	cc
ambivalent	ambivalent	jj
persons	person	nn2
(	(	y
M	m	zz1
=	=	fo
4.40	4.40	mc
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
results	result	nn2
for	for	if
avoidant	avoidant	nn1_jj
and	and	cc
ambivalent	ambivalent	jj
persons	person	nn2
.	.	y
The	the	at
interactions	interaction	nn2
of	of	io
attachment	attachment	nn1
style	style	nn1
with	with	iw
the	the	at
two	two	mc
other	other	jj
factors	factor	nn2
were	be	vbdr
not	not	xx
significant	significant	jj
,	,	y
implying	imply	vvg
that	that	dd1_cst
attachment	attachment	nn1
groups	group	nn2
differed	differ	vvn_vvd
in	in	ii
their	their	appge
perception	perception	nn1
of	of	io
support	support	nn1
availability	availability	nn1
regardless	regardless	rr
of	of	io
the	the	at
component	component	nn1
of	of	io
support	support	nn1
endorsed	endorse	vvn_vvd
and	and	cc
the	the	at
identity	identity	nn1
of	of	io
the	the	at
support	support	nn1
provider	provider	nn1
.	.	y
Secure	secure	jj_vv0
persons	person	nn2
reported	report	vvd
having	have	vhg
more	more	dar
available	available	jj
support	support	nn1
in	in	ii
all	all	db
the	the	at
categories	category	nn2
assessed	assess	vvn
than	than	csn
insecure	insecure	jj
persons	person	nn2
did	do	vdd
(	(	y
see	see	vv0
Table	table	nn1
1	1	mc1
for	for	if
means	mean	nn
and	and	cc
univariate	univariate	vv0_nn1
F	f	zz1
ratios	ratio	nn2
)	)	y
.	.	y
<p>	<p>	y
The	the	at
three-way	three-way	jj_nn1
ANOVA	anova	nn1_np1
also	also	rr
yielded	yield	vvn_vvd
significant	significant	jj
main	main	jj
effects	effect	nn2
for	for	if
component	component	nn1
of	of	io
support	support	nn1
,	,	y
F(1,142)	f(1,142)	fo
=	=	fo
8.18	8.18	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
,	,	y
and	and	cc
identity	identity	nn1
of	of	io
the	the	at
figure	figure	nn1
,	,	y
F(4,559)	f(4,559)	fo
=	=	fo
13.82	13.82	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
Participants	participant	nn2
perceived	perceive	vvd_vvn
more	more	rgr_dar
emotional	emotional	jj
support	support	nn1
(	(	y
M	m	zz1
=	=	fo
4.87	4.87	mc
)	)	y
than	than	csn
instrumental	instrumental	jj
support	support	nn1
(	(	y
M	m	zz1
=	=	fo
4.76	4.76	mc
)	)	y
.	.	y
In	in	rr21
addition	addition	rr22
,	,	y
Duncan	duncan	np1
post	post	jj21_rr21
hoc	hoc	jj22_rr22
tests	test	nn2
indicated	indicate	vvd_vvn
that	that	cst
they	they	pphs2
reported	report	vvd
that	that	cst_dd1
romantic	romantic	jj
partners	partner	nn2
provided	provide	vvd_vvn_cs
more	more	dar_rrr
support	support	nn1_vv0
(	(	y
M	m	zz1
=	=	fo
5.08	5.08	mc
)	)	y
than	than	csn
did	do	vdd
mothers	mother	nn2
(	(	y
M	m	zz1
=	=	fo
4.88	4.88	mc
)	)	y
and	and	cc
same-sex	same-sex	jj_nn1
friends	friend	nn2
(	(	y
M	m	zz1
=	=	fo
4.87	4.87	mc
)	)	y
,	,	y
who	who	pnqs
,	,	y
in	in	ii
turn	turn	nn1
,	,	y
were	be	vbdr
perceived	perceive	vvn
as	as	csa_ii@
providing	provide	vvg
more	more	dar
support	support	nn1
than	than	csn
opposite-sex	opposite-sex	jj
friends	friend	nn2
(	(	y
M	m	zz1
=	=	fo
4.66	4.66	mc
)	)	y
and	and	cc
fathers	father	nn2
(	(	y
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
effects	effect	nn2
were	be	vbdr
qualified	qualify	vvn
by	by	ii
a	a	at1
significant	significant	jj
two-way	two-way	jj
interaction	interaction	nn1
for	for	if
component	component	nn1
of	of	io
support	support	nn1
and	and	cc
identity	identity	nn1
of	of	io
the	the	at
figure	figure	nn1
,	,	y
F(4,559)	f(4,559)	fo
=	=	fo
52.05	52.05	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
Tests	test	nn2
for	for	if
simple	simple	jj
main	main	jj
effects	effect	nn2
(	(	y
Winer	winer	np1_nn1
,	,	y
1971	1971	mc
)	)	y
indicated	indicate	vvd
that	that	cst
participants	participant	nn2
perceived	perceive	vvd_vvn
their	their	appge
romantic	romantic	jj
partners	partner	nn2
and	and	cc
friends	friend	nn2
to	to	to
provide	provide	vvi
more	more	rgr_dar
emotional	emotional	jj
than	than	csn
instrumental	instrumental	jj
support	support	nn1
.	.	y
In	in	ii
contrast	contrast	nn1
,	,	y
they	they	pphs2
perceived	perceive	vvd
their	their	appge
fathers	father	nn2
to	to	to
provide	provide	vvi
more	more	rgr_dar
instrumental	instrumental	jj
than	than	csn
emotional	emotional	jj
support	support	nn1
.	.	y
Mothers	mother	nn2
were	be	vbdr
perceived	perceive	vvn
as	as	csa_ii@
providing	provide	vvg
equal	equal	jj
amounts	amount	nn2
of	of	io
emotional	emotional	jj
and	and	cc
instrumental	instrumental	jj
support	support	nn1
(	(	y
see	see	vv0
Table	table	nn1
1	1	mc1
)	)	y
.	.	y
<p>	<p>	y
The	the	at
three-way	three-way	jj_nn1
ANOVA	anova	nn1
on	on	ii
the	the	at
search	search	nn1
for	for	if
social	social	jj
support	support	nn1
yielded	yield	vvd_vvn
a	a	at1
significant	significant	jj
main	main	jj
effect	effect	nn1
for	for	if
attachment	attachment	nn1
style	style	nn1
,	,	y
F(9,142)	f(9,142)	fo
=	=	fo
8.57	8.57	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
Duncan	duncan	np1
tests	test	nn2
indicated	indicate	vvd_vvn
that	that	cst_dd1
secure	secure	jj_vv0
persons	person	nn2
reported	report	vvd_vvn
seeking	seek	vvg
more	more	rgr
social	social	jj
support	support	nn1
in	in	ii
dealing	deal	vvg
with	with	iw
life	life	nn1
problems	problem	nn2
(	(	y
M	m	zz1
=	=	fo
4.15	4.15	mc
)	)	y
than	than	csn
avoidant	avoidant	nn1_jj
(	(	y
M	m	zz1
=	=	fo
3.66	3.66	mc
)	)	y
and	and	cc
ambivalent	ambivalent	jj
persons	person	nn2
(	(	y
M	m	zz1
=	=	fo
3.42	3.42	mc
)	)	y
did	do	vdd
.	.	y
No	no	xx
significant	significant	jj
difference	difference	nn1
was	be	vbdz
found	find	vvn
between	between	ii
avoidant	avoidant	nn1_jj
and	and	cc
ambivalent	ambivalent	jj
persons	person	nn2
.	.	y
Secure	secure	jj_vv0
persons	person	nn2
reported	report	vvd_vvn
seeking	seek	vvg
more	more	rgr
social	social	jj
support	support	nn1
in	in	ii
most	most	dat
of	of	io
the	the	at
categories	category	nn2
assessed	assess	vvn
than	than	csn
insecure	insecure	jj
persons	person	nn2
(	(	y
see	see	vv0
Table	table	nn1
2	2	mc
,	,	y
means	mean	nn_vvz
and	and	cc
F	f	zz1
ratios	ratio	nn2
)	)	y
.	.	y
<p>	<p>	y
The	the	at
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
@		ii
,	,	y
F(1,142)	f(1,142)	fo
=	=	fo
13.46	13.46	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
,	,	y
and	and	cc
identity	identity	nn1
of	of	io
the	the	at
supportive	supportive	jj
figure	figure	nn1
,	,	y
F(4,559)	f(4,559)	fo
=	=	fo
45.96	45.96	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
Participants	participant	nn2
reported	report	vvd_vvn
seeking	seek	vvg
more	more	rgr
instrumental	instrumental	jj
(	(	y
M	m	zz1
=	=	fo
4.01	4.01	mc
)	)	y
than	than	csn
emotional	emotional	jj
support	support	nn1
(	(	y
M	m	zz1
=	=	fo
3.85	3.85	mc
)	)	y
.	.	y
Duncan	duncan	np1
tests	test	nn2
indicated	indicate	vvd_vvn
that	that	cst_dd1
romantic	romantic	jj
partners	partner	nn2
were	be	vbdr
preferred	prefer	vvn
as	as	csa_rg@_ii@
supportive	supportive	jj
figures	figure	nn2
(	(	y
M	m	zz1
=	=	fo
4.67	4.67	mc
)	)	y
over	over	ii_rp
same-sex	same-sex	jj_nn1
friends	friend	nn2
(	(	y
M	m	zz1
=	=	fo
4.19	4.19	mc
)	)	y
,	,	y
who	who	pnqs
,	,	y
in	in	ii
turn	turn	nn1
,	,	y
were	be	vbdr
preferred	prefer	vvn
over	over	ii_rp
mothers	mother	nn2
and	and	cc
opposite-sex	opposite-sex	jj_nn1
friends	friend	nn2
(	(	y
M	m	zz1
=	=	fo
3.75	3.75	mc
,	,	y
M	m	zz1
=	=	fo
3.71	3.71	mc
,	,	y
respectively	respectively	rr
)	)	y
.	.	y
Fathers	father	nn2
were	be	vbdr
the	the	at
least	least	rgt_rrt
preferred	preferred	jj_vvn
supportive	supportive	jj
figures	figure	nn2
(	(	y
M	m	zz1
=	=	fo
3.36	3.36	mc
)	)	y
.	.	y
<p>	<p>	y
Those	those	dd2
two	two	mc
main	main	jj
effects	effect	nn2
were	be	vbdr
qualified	qualify	vvn
by	by	ii
a	a	at1
significant	significant	jj
two-way	two-way	jj
interaction	interaction	nn1
for	for	if
component	component	nn1
of	of	io
support	support	nn1
and	and	cc
identity	identity	nn1
of	of	io
supportive	supportive	jj
figure	figure	nn1
,	,	y
F(4,559)	f(4,559)	fo
=	=	fo
23.18	23.18	mc
,	,	y
p	xx_p	zz1
<	&lt;	fo
.01	.01	mc
.	.	y
Tests	test	nn2
for	for	if
simple	simple	jj
main	main	jj
effects	effect	nn2
indicated	indicate	vvd_vvn
that	that	cst
fathers	father	nn2
were	be	vbdr
sought	seek	vvn
out	out	rp
for	for	if
more	more	rgr_dar
instrumental	instrumental	jj
than	than	csn
emotional	emotional	jj
support	support	nn1
.	.	y
Romantic	romantic	jj
partners	partner	nn2
,	,	y
mothers	mother	nn2
,	,	y
and	and	cc
